user,tweet,date,likes,geo,coordinates,place,user_loc,query,in_nigeria,state,party_candidate,tweet_proc,sentiment
da_apostle,"rt @omoelerinjare: ""since i left anambra state as governor 9 years ago, either directly or indirectly anambra state has not paid me #1 as p…",2023-01-06 23:59:41+00:00,0,,,,,Peter obi,False,unknown,,"rt @user ""since i left anambra state as governor 9 years ago, either directly or indirectly anambra state has not paid me #1 as p…",Negative
flourishjem,rt @ucheorji13: there is nothing left to share. nigeria is down on her knees. fg debts is 77 trillion.  sub-nationals is 5.8 trillion. nige…,2023-01-06 23:59:38+00:00,0,,,,Nigeria,Peter obi,True,unknown,,rt @user there is nothing left to share. nigeria is down on her knees. fg debts is 77 trillion.  sub-nationals is 5.8 trillion. nige…,Negative
meminalapingin,"rt @t_akinpade: during jonathan's time, insecurity in the north was jonathan's fault because he's the commander in chief.
in buhari's time,…",2023-01-06 23:59:35+00:00,0,,,,,Peter obi,False,unknown,,"rt @user during jonathan's time, insecurity in the north was jonathan's fault because he's the commander in chief.
in buhari's time,…",Neutral
AsodanAsoso,"rt @jasperizuchukwu: @ruffydfire apc no get shame 😜 festus keyamo will know what he did to himself when day breaks. 

@fkeyamo, said ""peter…",2023-01-06 23:59:33+00:00,0,,,,"Nasarawa, Nigeria",Peter obi,True,nasarawa,obi_labour,"rt @user @user apc no get shame 😜 festus keyamo will know what he did to himself when day breaks. 

@fkeyamo, said ""peter…",Neutral
engrmochi,"rt @mindset_tweet: i have just watched a video of the lp presidential candidate mr. peter obi, encouraging nigerians to go and collect thei…",2023-01-06 23:59:31+00:00,0,,,,"Abuja, Nigeria",Peter obi,True,abuja,obi_labour,"rt @user i have just watched a video of the lp presidential candidate mr. peter obi, encouraging nigerians to go and collect thei…",Neutral
sire_frank,"rt @jaypeegeneral: peter obi appeals to nigerians to collect their pvcs. obidients, please go and collect your pvcs. our principal needs ou…",2023-01-06 23:59:24+00:00,0,,,,"Abuja, Nigeria",Peter obi,True,abuja,obi_labour,"rt @user peter obi appeals to nigerians to collect their pvcs. obidients, please go and collect your pvcs. our principal needs ou…",Neutral
drexofabuja,"rt @horpeyemih_: must @abati1990 use all his mouth to say it? 😌😌😌 at least, speak in parables na..😅😂😅 tinubu now speaks in tongues ke? @fke…",2023-01-06 23:59:24+00:00,0,,,,planet earth 🌎,Peter obi,False,unknown,tinubu_apc,"rt @user must @user use all his mouth to say it? 😌😌😌 at least, speak in parables na..😅😂😅 tinubu now speaks in tongues ke? @user",Neutral
NobleOfohaorji,"rt @firstladyship: “vote for me not because i am igbo from the south east, but because i am the most qualified candidate for the job.”

— p…",2023-01-06 23:59:24+00:00,0,,,,Nigeria,Peter obi,True,unknown,,"rt @user “vote for me not because i am igbo from the south east, but because i am the most qualified candidate for the job.”

— p…",Positive
poshbab,rt @topboychriss: information reaching me now is that ifeanyi judas okowa is denying peter obi access to government facilities to campaign…,2023-01-06 23:59:22+00:00,0,,,,"Arkansas, USA",Peter obi,False,unknown,obi_labour,rt @user information reaching me now is that ifeanyi judas okowa is denying peter obi access to government facilities to campaign…,Neutral
i_am_onto_u,"rt @ifeanyiakorjuru: breaking 💯 
vote labor party 💯 
vote peter obi 💯 https://t.co/5tdgn0t5tr",2023-01-06 23:59:20+00:00,0,,,,Abuja,Peter obi,False,abuja,obi_labour,"rt @user breaking 💯 
vote labor party 💯 
vote peter obi 💯 http",Neutral
ihezuru,"rt @jaypeegeneral: full video: @balamiisaac, deputy national campaign manager lp-pcc, was on arise tv yesterday to discuss obj’s endorsemen…",2023-01-06 23:59:16+00:00,0,,,,,Peter obi,False,unknown,,"rt @user full video: @user deputy national campaign manager lp-pcc, was on arise tv yesterday to discuss obj’s endorsemen…",Neutral
MaziBelieve,"rt @omoelerinjare: peter obi for the labour party (lp) wants all welling meaning nigerians to go get their pvc!

go and collect your pvc! h…",2023-01-06 23:59:16+00:00,0,,,,Unknown,Peter obi,False,unknown,obi_labour,"rt @user peter obi for the labour party (lp) wants all welling meaning nigerians to go get their pvc!

go and collect your pvc! h…",Neutral
ThePensioners_,rt @t_akinpade: if peter obi can't win then why is okowa denying labour party access to public facilities to hold their presidential campai…,2023-01-06 23:59:10+00:00,0,,,,,Peter obi,False,unknown,obi_labour,rt @user if peter obi can't win then why is okowa denying labour party access to public facilities to hold their presidential campai…,Negative
eco_bandit,rt @jaypeegeneral: pascal odibo assessing the political climate today on channels tv. listen to what he said about the young people and pet…,2023-01-06 23:59:07+00:00,0,,,,Remote,Peter obi,False,unknown,,rt @user pascal odibo assessing the political climate today on channels tv. listen to what he said about the young people and pet…,Neutral
elzacks_john,"rt @channelstv: 2023: get your pvcs, peter obi appeals to nigerians
https://t.co/e0qw1l6xsi https://t.co/mh3azm5l4h",2023-01-06 23:59:05+00:00,0,,,,Nigeria 💯💫🇳🇬,Peter obi,True,unknown,obi_labour,"rt @user 2023: get your pvcs, peter obi appeals to nigerians
https://t.co/e0qw1l6xsi http",Neutral
EmmySantinho,"rt @omoelerinjare: ""when we came on board, no library, no sick bay, and no laboratory; we have spent 10 billion naira for education turnaro…",2023-01-06 23:59:02+00:00,0,,,,,Peter obi,False,unknown,,"rt @user ""when we came on board, no library, no sick bay, and no laboratory; we have spent 10 billion naira for education turnaro…",Neutral
PeterDe39389142,"rt @topboychriss: peter obi is the only presidential candidate encouraging nigerians to pick up their pvcs.

atiku and others are not encou…",2023-01-06 23:59:00+00:00,0,,,,everywhere ❤,Peter obi,False,unknown,obi_labour,"rt @user peter obi is the only presidential candidate encouraging nigerians to pick up their pvcs.

atiku and others are not encou…",Neutral
tony2charles,rt @chude__: “i’m appealing to nigerians to to endeavor to collect their pvcs… this election is a critical existential one and all of us mu…,2023-01-06 23:58:55+00:00,0,,,,,Peter obi,False,unknown,,rt @user “i’m appealing to nigerians to to endeavor to collect their pvcs… this election is a critical existential one and all of us mu…,Neutral
favourkasie,"rt @malachyodo1: peter obi has never mentioned tinubu's name since the campaigns started.

yet tinubu doesn't hesitate to verbally attack o…",2023-01-06 23:58:53+00:00,0,,,,,Peter obi,False,unknown,obi_labour,"rt @user peter obi has never mentioned tinubu's name since the campaigns started.

yet tinubu doesn't hesitate to verbally attack o…",Neutral
Oc_Babs,"rt @muchtalksblog1: senior man peter gregory omowale obi was at the residence of chief joseph ezeokafor (jezco oil) last night, after the c…",2023-01-06 23:58:51+00:00,0,,,,,Peter obi,False,unknown,obi_labour,"rt @user senior man peter gregory omowale obi was at the residence of chief joseph ezeokafor (jezco oil) last night, after the c…",Neutral
drkarchee,"rt @omoelerinjare: ""since i left anambra state as governor 9 years ago, either directly or indirectly anambra state has not paid me #1 as p…",2023-01-06 23:58:50+00:00,0,,,,,Peter obi,False,unknown,,"rt @user ""since i left anambra state as governor 9 years ago, either directly or indirectly anambra state has not paid me #1 as p…",Negative
arthur_ole3,"rt @aminaruk: let buhari resign and handover to peter obi

insecurity will disappear within 48hours.",2023-01-06 23:58:43+00:00,0,,,,Nigeria,Peter obi,True,unknown,obi_labour,"rt @user let buhari resign and handover to peter obi

insecurity will disappear within 48hours.",Neutral
NobleOfohaorji,"rt @omoelerinjare: ""since i left anambra state as governor 9 years ago, either directly or indirectly anambra state has not paid me #1 as p…",2023-01-06 23:58:38+00:00,0,,,,Nigeria,Peter obi,True,unknown,,"rt @user ""since i left anambra state as governor 9 years ago, either directly or indirectly anambra state has not paid me #1 as p…",Negative
phenomenalChika,"rt @4funcomedian: please go and collect your pvc it's important.

arise tv covenant university peter obi tinubu https://t.co/f9avg2sn73",2023-01-06 23:58:38+00:00,0,,,,"Uyo, Nigeria",Peter obi,True,unknown,obi_labour,"rt @user please go and collect your pvc it's important.

arise tv covenant university peter obi tinubu http",Neutral
Hanee50,rt @_weyimi: the incoming president of nigeria h.e. peter obi for the labour party (lp) wants all welling meaning nigerians to go get their…,2023-01-06 23:58:36+00:00,0,,,,On Top...,Peter obi,False,unknown,obi_labour,rt @user the incoming president of nigeria h.e. peter obi for the labour party (lp) wants all welling meaning nigerians to go get their…,Neutral
ke_omokaro,"rt @jaypeegeneral: reject moneybags - peter obi tells nigerians. vote lp✅

#obidattiinekiti #peterobi4president2023 #peterobiforpresident20…",2023-01-06 23:58:32+00:00,0,,,,,Peter obi,False,unknown,obi_labour,"rt @user reject moneybags - peter obi tells nigerians. vote lp✅

#obidattiinekiti #peterobi4president2023 #peterobiforpresident20…",Neutral
Fanuci,rt @_weyimi: the incoming president of nigeria h.e. peter obi for the labour party (lp) wants all welling meaning nigerians to go get their…,2023-01-06 23:58:31+00:00,0,,,,Abuja,Peter obi,False,abuja,obi_labour,rt @user the incoming president of nigeria h.e. peter obi for the labour party (lp) wants all welling meaning nigerians to go get their…,Neutral
_s_p_e_c_i_a_l_,rt @akanoadekunle2: for the first time in my over 30+ years as a nigerian i have a pvc. all because of peter obi. #brymo #shettima #inec af…,2023-01-06 23:58:20+00:00,0,,,,,Peter obi,False,unknown,obi_labour,rt @user for the first time in my over 30+ years as a nigerian i have a pvc. all because of peter obi. #brymo #shettima #inec af…,Neutral
flourishjem,rt @victorisrael_: peter obi again is the first presidential candidate out of the many other candidates to openly tell nigerians to go and…,2023-01-06 23:58:20+00:00,0,,,,Nigeria,Peter obi,True,unknown,obi_labour,rt @user peter obi again is the first presidential candidate out of the many other candidates to openly tell nigerians to go and…,Neutral
EmmySantinho,rt @okoyecardinal: mr peter obi at the residence of chief joseph ezeokafor (jezco oil) https://t.co/5qq1aoos4m,2023-01-06 23:58:19+00:00,0,,,,,Peter obi,False,unknown,obi_labour,rt @user mr peter obi at the residence of chief joseph ezeokafor (jezco oil) http,Neutral
Chima868041751,rt @nkemchor_: moment afe babalola gave he peter obi a standing ovation after his presentation at the town hall in ekiti state. gives him a…,2023-01-06 23:58:17+00:00,0,,,,"Lagos, Nigeria",Peter obi,True,lagos,obi_labour,rt @user moment afe babalola gave he peter obi a standing ovation after his presentation at the town hall in ekiti state. gives him a…,Neutral
WaterBody797,"rt @adacampbell: obidients all over my tl are collecting their pvcs and saying +1 for peter obi. 
this determination to exercise your civic…",2023-01-06 23:58:16+00:00,0,,,,,Peter obi,False,unknown,obi_labour,"rt @user obidients all over my tl are collecting their pvcs and saying +1 for peter obi. 
this determination to exercise your civic…",Neutral
mcfish10,rt @tosinadeda: let that endsars/peter obi's flagboi come outside. https://t.co/abqyfwxkli,2023-01-06 23:58:09+00:00,0,,,,lagos nigeria,Peter obi,True,lagos,obi_labour,rt @user let that endsars/peter obi's flagboi come outside. http,Neutral
poshbab,"rt @a_agboeze: gmb used 8years of your life to blame pdp 16years and accumulate n 77 trillion debt. 

remain angry but first go and get you…",2023-01-06 23:58:06+00:00,0,,,,"Arkansas, USA",Peter obi,False,unknown,atiku_pdp,"rt @user gmb used 8years of your life to blame pdp 16years and accumulate n 77 trillion debt. 

remain angry but first go and get you…",Negative
1danfulcreation,rt @victorisrael_: peter obi again is the first presidential candidate out of the many other candidates to openly tell nigerians to go and…,2023-01-06 23:58:06+00:00,0,,,,Nigeria,Peter obi,True,unknown,obi_labour,rt @user peter obi again is the first presidential candidate out of the many other candidates to openly tell nigerians to go and…,Neutral
donsmart_Ogamba,"rt @rev_yinkayusuf: someone said to me ""yinka, i told them you are a pastor, it’s not true that you are obidient”
me:-
you lied, i am so ob…",2023-01-06 23:57:59+00:00,0,,,,,Peter obi,False,unknown,obi_labour,"rt @user someone said to me ""yinka, i told them you are a pastor, it’s not true that you are obidient”
me:-
you lied, i am so ob…",Negative
nomadic_mohh,"rt @uthmantochukwu: if peter obi get 2nd position, i will quit twitter!",2023-01-06 23:57:58+00:00,0,,,,Nigeria ,Peter obi,True,unknown,obi_labour,"rt @user if peter obi get 2nd position, i will quit twitter!",Negative
ke_omokaro,"rt @jaypeegeneral: delta state - peter obi is coming🔥

#obidatti2023 campaign train will be landing at asaba textile mill ground, delta sta…",2023-01-06 23:57:58+00:00,0,,,,,Peter obi,False,unknown,obi_labour,"rt @user delta state - peter obi is coming🔥

#obidatti2023 campaign train will be landing at asaba textile mill ground, delta sta…",Neutral
emmanue40722563,rt @emekagift100: nigerian presidency has described obasanjo the former president as 'morally dirty man' for endorsing peter obi https://t.…,2023-01-06 23:57:47+00:00,0,,,,,Peter obi,False,unknown,obi_labour,rt @user nigerian presidency has described obasanjo the former president as 'morally dirty man' for endorsing peter obi http,Negative
salientnigerian,"rt @hiikyaator: please my northern brothers, peter obi is under labour party &amp; not pdp…
mischievous people are trying to confuse our people…",2023-01-06 23:57:45+00:00,0,,,,"Federal Capital Territory, Nig",Peter obi,False,abuja,obi_labour,"rt @user please my northern brothers, peter obi is under labour party &amp; not pdp…
mischievous people are trying to confuse our people…",Negative
Daniel_1of1,"rt @omoelerinjare: ""when we came on board, no library, no sick bay, and no laboratory; we have spent 10 billion naira for education turnaro…",2023-01-06 23:57:39+00:00,0,,,,,Peter obi,False,unknown,,"rt @user ""when we came on board, no library, no sick bay, and no laboratory; we have spent 10 billion naira for education turnaro…",Neutral
EmmySantinho,"rt @topboychriss: peter obi is the only presidential candidate encouraging nigerians to pick up their pvcs.

atiku and others are not encou…",2023-01-06 23:57:37+00:00,0,,,,,Peter obi,False,unknown,obi_labour,"rt @user peter obi is the only presidential candidate encouraging nigerians to pick up their pvcs.

atiku and others are not encou…",Neutral
biodun_alao,"rt @dailypostngr: 2023: i’ll end insecurity, create jobs – peter obi https://t.co/0ftbui2evn",2023-01-06 23:57:29+00:00,0,,,,,Peter obi,False,unknown,obi_labour,"rt @user 2023: i’ll end insecurity, create jobs – peter obi http",Neutral
Airdropglobal5,"rt @prosperstouch: while others were playing ethno-religious politics with rigging plots,

peter obi proved he's not on their level

man ha…",2023-01-06 23:57:23+00:00,0,,,,🌎 ,Peter obi,False,unknown,obi_labour,"rt @user while others were playing ethno-religious politics with rigging plots,

peter obi proved he's not on their level

man ha…",Negative
donsmart_Ogamba,"rt @sports_doctor2: this is a billionaire businessman, a 2 term governor, a former vice presidential candidate, and the leading presidentia…",2023-01-06 23:57:23+00:00,0,,,,,Peter obi,False,unknown,,"rt @user this is a billionaire businessman, a 2 term governor, a former vice presidential candidate, and the leading presidentia…",Neutral
FranklinOjakov1,"rt @frankekechukwu: obasanjo endorsement only going to make peter obi a puppet president

obi should reclaim his dignity by withdrawing fro…",2023-01-06 23:57:22+00:00,0,,,,"Delta, Nigeria",Peter obi,True,delta,obi_labour,"rt @user obasanjo endorsement only going to make peter obi a puppet president

obi should reclaim his dignity by withdrawing fro…",Neutral
ChimeChaim,"rt @emmygenera: peter obi really want to see nigeria work. he is so passioned to see we get it right this time🥺
po pleading, “reject money…",2023-01-06 23:57:21+00:00,0,,,,,Peter obi,False,unknown,obi_labour,"rt @user peter obi really want to see nigeria work. he is so passioned to see we get it right this time🥺
po pleading, “reject money…",Positive
Emmalex_8,rt @fo55187383: yes everywhere you go it's peter obi and yusuf datty,2023-01-06 23:57:10+00:00,0,,,,,Peter obi,False,unknown,obi_labour,rt @user yes everywhere you go it's peter obi and yusuf datty,Neutral
Ibramdauda,"rt @t_akinpade: brymo's tweets are crazy mehn, and i'm ashamed as a yoruba man.

my apologies to igbo people please, look at obasanjo and p…",2023-01-06 23:57:09+00:00,0,,,,"Hamburg, Germany",Peter obi,False,unknown,,"rt @user brymo's tweets are crazy mehn, and i'm ashamed as a yoruba man.

my apologies to igbo people please, look at obasanjo and p…",Negative
Emmalex_8,"rt @topemidayo: @game_0553 yoruba by blood, yoruba by state of origin, yoruba by civilisation. i, my family will aggressively vote for pete…",2023-01-06 23:57:06+00:00,0,,,,,Peter obi,False,unknown,,"rt @user @user yoruba by blood, yoruba by state of origin, yoruba by civilisation. i, my family will aggressively vote for pete…",Neutral
EmmanuelHamelo,"rt @po_grassrootm: dear governor gov okowa, denying labour party the use of public facilities in your state will not change the fact that y…",2023-01-06 23:57:04+00:00,0,,,,"Kaduna, Nigeria",Peter obi,True,kaduna,obi_labour,"rt @user dear governor gov okowa, denying labour party the use of public facilities in your state will not change the fact that y…",Negative
bicentanally,"rt @mindset_tweet: i have just watched a video of the lp presidential candidate mr. peter obi, encouraging nigerians to go and collect thei…",2023-01-06 23:57:04+00:00,0,,,,"Lagos, Nigeria",Peter obi,True,lagos,obi_labour,"rt @user i have just watched a video of the lp presidential candidate mr. peter obi, encouraging nigerians to go and collect thei…",Neutral
zekky14,"shebi una see man wey know who to vote..
apc bot drums support for peter obi
#elections
must watch 👇👇👇👇👇👇 https://t.co/gafmn9qlt2",2023-01-06 23:57:00+00:00,0,,,,Nigeria,Peter obi,True,unknown,obi_labour,"shebi una see man wey know who to vote..
apc bot drums support for peter obi
#elections
must watch 👇👇👇👇👇👇 http",Neutral
EwenedeD,"rt @omoelerinjare: ""peter obi met with various groups and mps within the eu parliament, he had  fruitful meetings, and they assured him the…",2023-01-06 23:56:56+00:00,0,,,,,Peter obi,False,unknown,obi_labour,"rt @user ""peter obi met with various groups and mps within the eu parliament, he had  fruitful meetings, and they assured him the…",Positive
ChimeChaim,"rt @jaypeegeneral: osun state - peter obi is coming🔥

#obidatti2023 campaign train will be landing at freedom park osogbo, osun state tomor…",2023-01-06 23:56:55+00:00,0,,,,,Peter obi,False,unknown,obi_labour,"rt @user osun state - peter obi is coming🔥

#obidatti2023 campaign train will be landing at freedom park osogbo, osun state tomor…",Neutral
tony2charles,"rt @topboychriss: peter obi is the only presidential candidate encouraging nigerians to pick up their pvcs.

atiku and others are not encou…",2023-01-06 23:56:46+00:00,0,,,,,Peter obi,False,unknown,obi_labour,"rt @user peter obi is the only presidential candidate encouraging nigerians to pick up their pvcs.

atiku and others are not encou…",Neutral
ChumaAmobi,"rt @omoelerinjare: ""peter obi met with various groups and mps within the eu parliament, he had  fruitful meetings, and they assured him the…",2023-01-06 23:56:45+00:00,0,,,,411.656,Peter obi,False,unknown,obi_labour,"rt @user ""peter obi met with various groups and mps within the eu parliament, he had  fruitful meetings, and they assured him the…",Positive
elzacks_john,rt @premiumtimesng: sule lamido attacks obasanjo for endorsing peter obi https://t.co/zxq5odus2a,2023-01-06 23:56:43+00:00,0,,,,Nigeria 💯💫🇳🇬,Peter obi,True,unknown,obi_labour,rt @user sule lamido attacks obasanjo for endorsing peter obi http,Neutral
riz_oneill,"rt @t_akinpade: during jonathan's time, insecurity in the north was jonathan's fault because he's the commander in chief.
in buhari's time,…",2023-01-06 23:56:33+00:00,0,,,,"Lagos, Nigeria",Peter obi,True,lagos,,"rt @user during jonathan's time, insecurity in the north was jonathan's fault because he's the commander in chief.
in buhari's time,…",Neutral
ajidebiodun,"rt @jadesolar_01: after peter obi have lost the 2023 election, some igbos will go back to calling yorubas slave and calling fulanis cow, ot…",2023-01-06 23:56:33+00:00,0,,,,"Ilorin, Nigeria ",Peter obi,True,unknown,obi_labour,"rt @user after peter obi have lost the 2023 election, some igbos will go back to calling yorubas slave and calling fulanis cow, ot…",Negative
Agabediodio2,"rt @chigozieialex: obi-datti fct rural campaigns

kicked off by the office of the lp fct pcc coordinator in collaboration with @nympoda @do…",2023-01-06 23:56:31+00:00,0,,,,,Peter obi,False,unknown,obi_labour,"rt @user obi-datti fct rural campaigns

kicked off by the office of the lp fct pcc coordinator in collaboration with @user @user",Neutral
JackMic56700297,"rt @omoelerinjare: ""peter obi met with various groups and mps within the eu parliament, he had  fruitful meetings, and they assured him the…",2023-01-06 23:56:27+00:00,0,,,,,Peter obi,False,unknown,obi_labour,"rt @user ""peter obi met with various groups and mps within the eu parliament, he had  fruitful meetings, and they assured him the…",Positive
reuben_ayodeji,"rt @lexyflowd: neatly used 2011 hyundai sonata
price- 2.5m (non negotiable)
location-ibadan
buy and drive ☑️
09078394042

 jagaban seyi edo…",2023-01-06 23:56:24+00:00,0,,,,,Peter obi,False,unknown,,"rt @user neatly used 2011 hyundai sonata
price- 2.5m (non negotiable)
location-ibadan
buy and drive ☑️
09078394042

 jagaban seyi edo…",Neutral
TheAncestralHQ,"rt @omoelerinjare: he peter gregory obi addressed the press after the #obidatti2023 campaign rally held in ado ekiti, ekiti state. 

""the f…",2023-01-06 23:56:14+00:00,0,,,,10°4. Beyond cloud 9☁️,Peter obi,False,unknown,obi_labour,"rt @user he peter gregory obi addressed the press after the #obidatti2023 campaign rally held in ado ekiti, ekiti state. 

""the f…",Neutral
I_Am_Achris,"rt @multimeverse: i love peter obi's consistency &amp; hardwork. 

i love this man! https://t.co/4y6ga5qlrj",2023-01-06 23:56:13+00:00,0,,,,,Peter obi,False,unknown,obi_labour,"rt @user i love peter obi's consistency &amp; hardwork. 

i love this man! http",Positive
itssonjosh,rt @prexidor: i need an obidient lady for a serious relationship. i will not be going to peter obi’s inauguration as a single man. https://…,2023-01-06 23:56:12+00:00,0,,,,"Lagos,Nigeria",Peter obi,True,lagos,obi_labour,rt @user i need an obidient lady for a serious relationship. i will not be going to peter obi’s inauguration as a single man. http,Negative
HilzzBro,"rt @t_akinpade: brymo's tweets are crazy mehn, and i'm ashamed as a yoruba man.

my apologies to igbo people please, look at obasanjo and p…",2023-01-06 23:56:07+00:00,0,,,,"Anambra, Nigeria",Peter obi,True,anambra,,"rt @user brymo's tweets are crazy mehn, and i'm ashamed as a yoruba man.

my apologies to igbo people please, look at obasanjo and p…",Negative
ChiefHolloway,"rt @omoelerinjare: ""peter obi met with various groups and mps within the eu parliament, he had  fruitful meetings, and they assured him the…",2023-01-06 23:56:06+00:00,0,,,,"Sao Paulo, Brazil",Peter obi,False,unknown,obi_labour,"rt @user ""peter obi met with various groups and mps within the eu parliament, he had  fruitful meetings, and they assured him the…",Positive
amen_oriakhi,rt @topboychriss: information reaching me now is that ifeanyi judas okowa is denying peter obi access to government facilities to campaign…,2023-01-06 23:56:05+00:00,0,,,,,Peter obi,False,unknown,obi_labour,rt @user information reaching me now is that ifeanyi judas okowa is denying peter obi access to government facilities to campaign…,Neutral
itssonjosh,"rt @ifeanyiakorjuru: breaking 💯 
vote labor party 💯 
vote peter obi 💯 https://t.co/5tdgn0t5tr",2023-01-06 23:56:04+00:00,0,,,,"Lagos,Nigeria",Peter obi,True,lagos,obi_labour,"rt @user breaking 💯 
vote labor party 💯 
vote peter obi 💯 http",Neutral
skyismylimit7,"rt @peterobi4eva: please i am begging you, go get your pvc. let’s vote peter obi for president!",2023-01-06 23:56:03+00:00,0,,,,"sandton,Johannesburg ",Peter obi,False,unknown,obi_labour,"rt @user please i am begging you, go get your pvc. let’s vote peter obi for president!",Neutral
KinghikanotesR,"rt @jaypeegeneral: reject moneybags - peter obi tells nigerians. vote lp✅

#obidattiinekiti #peterobi4president2023 #peterobiforpresident20…",2023-01-06 23:56:03+00:00,0,,,,Global Citizen ,Peter obi,False,unknown,obi_labour,"rt @user reject moneybags - peter obi tells nigerians. vote lp✅

#obidattiinekiti #peterobi4president2023 #peterobiforpresident20…",Neutral
favourkasie,"rt @po_grassrootm: the good people of delta state see you on january 9th, 2023 11am. kindly receive our incoming president h.e peter obi wi…",2023-01-06 23:56:01+00:00,0,,,,,Peter obi,False,unknown,obi_labour,"rt @user the good people of delta state see you on january 9th, 2023 11am. kindly receive our incoming president h.e peter obi wi…",Positive
Chima868041751,"rt @topboychriss: be wary of educated tribal bigots like brymo. they are very dangerous to the society. 

they are blaming peter obi for th…",2023-01-06 23:55:56+00:00,0,,,,"Lagos, Nigeria",Peter obi,True,lagos,obi_labour,"rt @user be wary of educated tribal bigots like brymo. they are very dangerous to the society. 

they are blaming peter obi for th…",Negative
Hanee50,"rt @omoelerinjare: ""peter obi met with various groups and mps within the eu parliament, he had  fruitful meetings, and they assured him the…",2023-01-06 23:55:55+00:00,0,,,,On Top...,Peter obi,False,unknown,obi_labour,"rt @user ""peter obi met with various groups and mps within the eu parliament, he had  fruitful meetings, and they assured him the…",Positive
ingeniousabbey,"rt @danielregha: @aycomedian peter obi, atiku, tinubu &amp; kwankwaso are not the only 2023 presidential candidates, there are about 18 contest…",2023-01-06 23:55:52+00:00,0,,,,,Peter obi,False,unknown,obi_labour,"rt @user @user peter obi, atiku, tinubu &amp; kwankwaso are not the only 2023 presidential candidates, there are about 18 contest…",Neutral
ihezuru,"rt @drcharlesodogwu: edo boys, make una no let tinubu insult slide o.

you’re not a  yahoo yahoo boy.
peter obi cares.
vote lp
#tinubumeets…",2023-01-06 23:55:46+00:00,0,,,,,Peter obi,False,unknown,obi_labour,"rt @user edo boys, make una no let tinubu insult slide o.

you’re not a  yahoo yahoo boy.
peter obi cares.
vote lp
#tinubumeets…",Neutral
