user,tweet,date,likes,geo,coordinates,place,user_loc,query,in_nigeria,state,party_candidate,tweet_proc,sentiment
deepsolar,"rt @arewalady01: breaking news!
this is how inec will announce the february election results🇳🇬
1, @peterobi of lp ++ 20,872,249 votes
2, bo…",2023-01-06 23:06:06+00:00,0,,,,Not sure,Atiku abubakar,False,unknown,obi_labour,"rt @user breaking news!
this is how inec will announce the february election results🇳🇬
1, @user of lp ++ 20,872,249 votes
2, bo…",Neutral
AimakhedeRoland,"rt @nonsoobidi: daniel bwala, @bwaladaniel was in arise tv show this morning. 
mentioned atiku abubakar once
mentioned tinubu thrice
mentio…",2023-01-06 23:04:00+00:00,0,,,,,Atiku abubakar,False,unknown,obi_labour,"rt @user daniel bwala, @user was in arise tv show this morning. 
mentioned atiku abubakar once
mentioned tinubu thrice
mentio…",Neutral
DavidRex_E,"rt @nonsoobidi: daniel bwala, @bwaladaniel was in arise tv show this morning. 
mentioned atiku abubakar once
mentioned tinubu thrice
mentio…",2023-01-06 23:03:52+00:00,0,,,,"Federal Capital Territory, Nigeria",Atiku abubakar,True,abuja,obi_labour,"rt @user daniel bwala, @user was in arise tv show this morning. 
mentioned atiku abubakar once
mentioned tinubu thrice
mentio…",Neutral
Vickz2018,"rt @nonsoobidi: daniel bwala, @bwaladaniel was in arise tv show this morning. 
mentioned atiku abubakar once
mentioned tinubu thrice
mentio…",2023-01-06 23:03:07+00:00,0,,,,"Lagos, Nigeria",Atiku abubakar,True,lagos,obi_labour,"rt @user daniel bwala, @user was in arise tv show this morning. 
mentioned atiku abubakar once
mentioned tinubu thrice
mentio…",Neutral
ujahsongs,"rt @nonsoobidi: daniel bwala, @bwaladaniel was in arise tv show this morning. 
mentioned atiku abubakar once
mentioned tinubu thrice
mentio…",2023-01-06 23:02:47+00:00,0,,,,"Abuja, Nigeria",Atiku abubakar,True,abuja,obi_labour,"rt @user daniel bwala, @user was in arise tv show this morning. 
mentioned atiku abubakar once
mentioned tinubu thrice
mentio…",Neutral
deekaachii,"rt @nonsoobidi: daniel bwala, @bwaladaniel was in arise tv show this morning. 
mentioned atiku abubakar once
mentioned tinubu thrice
mentio…",2023-01-06 23:02:46+00:00,0,,,,"Wales, United Kingdom",Atiku abubakar,False,unknown,obi_labour,"rt @user daniel bwala, @user was in arise tv show this morning. 
mentioned atiku abubakar once
mentioned tinubu thrice
mentio…",Neutral
PatrickOmorodi6,"@exec_boss @dokunojomo 2023 presidential elections permutations
1.peter obi 15.6million 
2.bola tinubu 9.33million
3.atiku abubakar 8.1million 
4.others 3.4million",2023-01-06 23:02:13+00:00,10,,,,,Atiku abubakar,False,unknown,obi_labour,"@user @user 2023 presidential elections permutations
1.peter obi 15.6million 
2.bola tinubu 9.33million
3.atiku abubakar 8.1million 
4.others 3.4million",Neutral
tripdarlyn,"rt @officialpdpnig: feb. polls: pdp salutes oyo people over overwhelming support for atiku abubakar

the @officialpdpnig salutes the commit…",2023-01-06 23:01:57+00:00,0,,,,,Atiku abubakar,False,unknown,atiku_pdp,"rt @user feb. polls: pdp salutes oyo people over overwhelming support for atiku abubakar

the @user salutes the commit…",Positive
YouthspireNG,"rt @nonsoobidi: daniel bwala, @bwaladaniel was in arise tv show this morning. 
mentioned atiku abubakar once
mentioned tinubu thrice
mentio…",2023-01-06 23:01:16+00:00,0,,,,"Federal Capital Territory, Nig",Atiku abubakar,False,abuja,obi_labour,"rt @user daniel bwala, @user was in arise tv show this morning. 
mentioned atiku abubakar once
mentioned tinubu thrice
mentio…",Neutral
sigma_10_00am,"rt @arewalady01: breaking news!
this is how inec will announce the february election results🇳🇬
1, @peterobi of lp ++ 20,872,249 votes
2, bo…",2023-01-06 23:00:48+00:00,0,,,,"Houston, TX, Nigeria",Atiku abubakar,True,unknown,obi_labour,"rt @user breaking news!
this is how inec will announce the february election results🇳🇬
1, @user of lp ++ 20,872,249 votes
2, bo…",Neutral
LaurenrealG1,"rt @nonsoobidi: daniel bwala, @bwaladaniel was in arise tv show this morning. 
mentioned atiku abubakar once
mentioned tinubu thrice
mentio…",2023-01-06 23:00:36+00:00,0,,,,"Abuja, Nigeria",Atiku abubakar,True,abuja,obi_labour,"rt @user daniel bwala, @user was in arise tv show this morning. 
mentioned atiku abubakar once
mentioned tinubu thrice
mentio…",Neutral
them_alone,"rt @arewalady01: breaking news!
this is how inec will announce the february election results🇳🇬
1, @peterobi of lp ++ 20,872,249 votes
2, bo…",2023-01-06 23:00:01+00:00,0,,,,Lagos state,Atiku abubakar,False,lagos,obi_labour,"rt @user breaking news!
this is how inec will announce the february election results🇳🇬
1, @user of lp ++ 20,872,249 votes
2, bo…",Neutral
lobonyinye,"rt @ikukuomac: igbos should use vice president to test waters - brymo 
i am the stepping stone to igbo presidency -
atiku abubakar
igbos ar…",2023-01-06 22:59:06+00:00,0,,,,Abuja,Atiku abubakar,False,abuja,atiku_pdp,"rt @user igbos should use vice president to test waters - brymo 
i am the stepping stone to igbo presidency -
atiku abubakar
igbos ar…",Neutral
mestareddy,"rt @triplenetmedia: *senator abubakar atiku bagudu, con, governor kebbi state celebrates son who graduated with a first class, at the 17th…",2023-01-06 22:58:55+00:00,0,,,,"Whenever, Wherever",Atiku abubakar,False,unknown,atiku_pdp,"rt @user *senator abubakar atiku bagudu, con, governor kebbi state celebrates son who graduated with a first class, at the 17th…",Neutral
abuoma_agajelu,"rt @nonsoobidi: daniel bwala, @bwaladaniel was in arise tv show this morning. 
mentioned atiku abubakar once
mentioned tinubu thrice
mentio…",2023-01-06 22:58:18+00:00,0,,,,,Atiku abubakar,False,unknown,obi_labour,"rt @user daniel bwala, @user was in arise tv show this morning. 
mentioned atiku abubakar once
mentioned tinubu thrice
mentio…",Neutral
