user,tweet,date,likes,geo,coordinates,place,user_loc,query,in_nigeria,state,party_candidate,tweet_proc,sentiment
Gloria_speaks,rt @ikukuomac: good afternoon my elder brother @ebuka i hope you are going to consider suing bola amoda escobat tinubu for stealing and edi…,2023-01-06 23:53:10+00:00,0,,,,Japan,bola tinubu,False,unknown,tinubu_apc,rt @user good afternoon my elder brother @user i hope you are going to consider suing bola amoda escobat tinubu for stealing and edi…,Neutral
dampagne,"rt @mazigomez_: bola tinubu did not only steal ebuka’s picture, he even stole his wedding ring 😂😂

shameless thief",2023-01-06 23:52:46+00:00,0,,,,"Lagos, Nigeria",bola tinubu,True,lagos,tinubu_apc,"rt @user bola tinubu did not only steal ebuka’s picture, he even stole his wedding ring 😂😂

shameless thief",Negative
NobleOfohaorji,"rt @shibaking11: bola ahmed tinubu, a former drug lord, is running for president of nigeria. jagaban is a drug lord https://t.co/9d5dxhyzgz",2023-01-06 23:52:30+00:00,0,,,,Nigeria,bola tinubu,True,unknown,tinubu_apc,"rt @user bola ahmed tinubu, a former drug lord, is running for president of nigeria. jagaban is a drug lord http",Neutral
countrybouy1,"rt @arewalady01: breaking news!
this is how inec will announce the february election results🇳🇬
1, @peterobi of lp ++ 20,872,249 votes
2, bo…",2023-01-06 23:51:19+00:00,0,,,,"Abuja, Nigeria",bola tinubu,True,abuja,obi_labour,"rt @user breaking news!
this is how inec will announce the february election results🇳🇬
1, @user of lp ++ 20,872,249 votes
2, bo…",Neutral
favour_ozoude,rt @ikukuomac: good afternoon my elder brother @ebuka i hope you are going to consider suing bola amoda escobat tinubu for stealing and edi…,2023-01-06 23:51:17+00:00,0,,,,,bola tinubu,False,unknown,tinubu_apc,rt @user good afternoon my elder brother @user i hope you are going to consider suing bola amoda escobat tinubu for stealing and edi…,Neutral
gboyegadeniran,"rt @xygort: except something is wrong with us, bola ahmed tinubu should not be president. he is old, frail and disconnected from reality.…",2023-01-06 23:51:01+00:00,0,,,,Abuja,bola tinubu,False,abuja,tinubu_apc,"rt @user except something is wrong with us, bola ahmed tinubu should not be president. he is old, frail and disconnected from reality.…",Negative
okechukwundubui,"rt @gbollybakare: the ""buga"" dance continues as asiwaju  bola tinubu  shows off his dancing skills in the youth townhall meeting  #tinubume…",2023-01-06 23:50:31+00:00,0,,,,,bola tinubu,False,unknown,tinubu_apc,"rt @user the ""buga"" dance continues as asiwaju  bola tinubu  shows off his dancing skills in the youth townhall meeting  #tinubume…",Neutral
Spunkypower1,"rt @dr_chazduke: the body is ebuka’s physique, but the face is the face of escobat.

identify amoda escobat can not steal does not exist.
f…",2023-01-06 23:49:37+00:00,0,,,,"Lagos, Nigeria",bola tinubu,True,lagos,,"rt @user the body is ebuka’s physique, but the face is the face of escobat.

identify amoda escobat can not steal does not exist.
f…",Neutral
biodun_alao,"rt @dayoisrael: today, my father, asiwaju bola tinubu, said ‘dayo, i am proud of you” at the bola tinubu youth town hall in abuja. daddy, i…",2023-01-06 23:49:22+00:00,0,,,,,bola tinubu,False,unknown,tinubu_apc,"rt @user today, my father, asiwaju bola tinubu, said ‘dayo, i am proud of you” at the bola tinubu youth town hall in abuja. daddy, i…",Positive
sollyy_p,rt @ikukuomac: good afternoon my elder brother @ebuka i hope you are going to consider suing bola amoda escobat tinubu for stealing and edi…,2023-01-06 23:49:16+00:00,0,,,,Unbothered,bola tinubu,False,unknown,tinubu_apc,rt @user good afternoon my elder brother @user i hope you are going to consider suing bola amoda escobat tinubu for stealing and edi…,Neutral
chi_neche_rem,rt @odogwu_ogidi: bola tinubu went to edo state for rally and called edo youths fraudsters. what an insult!,2023-01-06 23:49:13+00:00,0,,,,???,bola tinubu,False,unknown,tinubu_apc,rt @user bola tinubu went to edo state for rally and called edo youths fraudsters. what an insult!,Negative
Spunkypower1,rt @princeujay: everything about bola ahmed tinubu is fraud! either people around tinubu are fraudsters who keep stealing people’s identiti…,2023-01-06 23:48:52+00:00,0,,,,"Lagos, Nigeria",bola tinubu,True,lagos,tinubu_apc,rt @user everything about bola ahmed tinubu is fraud! either people around tinubu are fraudsters who keep stealing people’s identiti…,Negative
Phuard13,"rt @stfreakingkezy: asiwaju bola ahmed tinubu knows how to make people keep talking about him...

he knows this game like the back of his h…",2023-01-06 23:48:00+00:00,0,,,,vscode,bola tinubu,False,unknown,tinubu_apc,"rt @user asiwaju bola ahmed tinubu knows how to make people keep talking about him...

he knows this game like the back of his h…",Neutral
adoskol_w,"rt @stfreakingkezy: asiwaju bola ahmed tinubu knows how to make people keep talking about him...

he knows this game like the back of his h…",2023-01-06 23:47:36+00:00,0,,,,,bola tinubu,False,unknown,tinubu_apc,"rt @user asiwaju bola ahmed tinubu knows how to make people keep talking about him...

he knows this game like the back of his h…",Neutral
CeeKrix,rt @ikukuomac: good afternoon my elder brother @ebuka i hope you are going to consider suing bola amoda escobat tinubu for stealing and edi…,2023-01-06 23:46:56+00:00,0,,,,"Abuja, Nigeria",bola tinubu,True,abuja,tinubu_apc,rt @user good afternoon my elder brother @user i hope you are going to consider suing bola amoda escobat tinubu for stealing and edi…,Neutral
ismaeeldobi,"rt @dayoisrael: today, my father, asiwaju bola tinubu, said ‘dayo, i am proud of you” at the bola tinubu youth town hall in abuja. daddy, i…",2023-01-06 23:46:53+00:00,0,,,,"Kebbi, Nigeria",bola tinubu,True,kebbi,tinubu_apc,"rt @user today, my father, asiwaju bola tinubu, said ‘dayo, i am proud of you” at the bola tinubu youth town hall in abuja. daddy, i…",Positive
AniefunaO,"rt @shibaking11: bola ahmed tinubu, a former drug lord, is running for president of nigeria. jagaban is a drug lord https://t.co/9d5dxhyzgz",2023-01-06 23:46:51+00:00,0,,,,,bola tinubu,False,unknown,tinubu_apc,"rt @user bola ahmed tinubu, a former drug lord, is running for president of nigeria. jagaban is a drug lord http",Neutral
Laankyy,"rt @shibaking11: bola ahmed tinubu, a former drug lord, is running for president of nigeria. jagaban is a drug lord https://t.co/9d5dxhyzgz",2023-01-06 23:46:48+00:00,0,,,,Grozny Grad,bola tinubu,False,unknown,tinubu_apc,"rt @user bola ahmed tinubu, a former drug lord, is running for president of nigeria. jagaban is a drug lord http",Neutral
Austin4OBIdient,rt @ikukuomac: good afternoon my elder brother @ebuka i hope you are going to consider suing bola amoda escobat tinubu for stealing and edi…,2023-01-06 23:45:27+00:00,0,,,,"Lagos, Nigeria",bola tinubu,True,lagos,tinubu_apc,rt @user good afternoon my elder brother @user i hope you are going to consider suing bola amoda escobat tinubu for stealing and edi…,Neutral
i_ojo14,"rt @shibaking11: bola ahmed tinubu, a former drug lord, is running for president of nigeria. jagaban is a drug lord https://t.co/9d5dxhyzgz",2023-01-06 23:45:00+00:00,0,,,,"Ibadan, Nigeria",bola tinubu,True,unknown,tinubu_apc,"rt @user bola ahmed tinubu, a former drug lord, is running for president of nigeria. jagaban is a drug lord http",Neutral
IAduroja,"rt @shibaking11: bola ahmed tinubu, a former drug lord, is running for president of nigeria. jagaban is a drug lord https://t.co/9d5dxhyzgz",2023-01-06 23:44:47+00:00,0,,,,,bola tinubu,False,unknown,tinubu_apc,"rt @user bola ahmed tinubu, a former drug lord, is running for president of nigeria. jagaban is a drug lord http",Neutral
Alexcassy,rt @mjbab: are your candidates proud of you @dayoisrael counterparts or you are there still wearing agbada and kept on snapping pictures li…,2023-01-06 23:44:38+00:00,0,,,,Nigeria,bola tinubu,True,unknown,,rt @user are your candidates proud of you @user counterparts or you are there still wearing agbada and kept on snapping pictures li…,Neutral
BelleEffet,rt @ikukuomac: good afternoon my elder brother @ebuka i hope you are going to consider suing bola amoda escobat tinubu for stealing and edi…,2023-01-06 23:44:36+00:00,0,,,,,bola tinubu,False,unknown,tinubu_apc,rt @user good afternoon my elder brother @user i hope you are going to consider suing bola amoda escobat tinubu for stealing and edi…,Neutral
AloSenator,rt @ikukuomac: good afternoon my elder brother @ebuka i hope you are going to consider suing bola amoda escobat tinubu for stealing and edi…,2023-01-06 23:44:32+00:00,0,,,,,bola tinubu,False,unknown,tinubu_apc,rt @user good afternoon my elder brother @user i hope you are going to consider suing bola amoda escobat tinubu for stealing and edi…,Neutral
Stunnah452,rt @goldmynetv: another buga moment from bola tinubu https://t.co/t3ruee2yv2,2023-01-06 23:44:18+00:00,0,,,,,bola tinubu,False,unknown,tinubu_apc,rt @user another buga moment from bola tinubu http,Neutral
sylphyrosey,rt @ikukuomac: good afternoon my elder brother @ebuka i hope you are going to consider suing bola amoda escobat tinubu for stealing and edi…,2023-01-06 23:44:15+00:00,0,,,,Nigeria,bola tinubu,True,unknown,tinubu_apc,rt @user good afternoon my elder brother @user i hope you are going to consider suing bola amoda escobat tinubu for stealing and edi…,Neutral
Jnrchinz,"rt @mazigomez_: bola tinubu did not only steal ebuka’s picture, he even stole his wedding ring 😂😂

shameless thief",2023-01-06 23:43:54+00:00,0,,,,"Owerri, Imo State",bola tinubu,False,unknown,tinubu_apc,"rt @user bola tinubu did not only steal ebuka’s picture, he even stole his wedding ring 😂😂

shameless thief",Negative
mertromat,"rt @jarmari01: press release 

you’re key to nigeria’s progress, tinubu tells youths in abuja townhall meeting

…promises innovation hubs,…",2023-01-06 23:43:30+00:00,0,,,,,bola tinubu,False,unknown,tinubu_apc,"rt @user press release 

you’re key to nigeria’s progress, tinubu tells youths in abuja townhall meeting

…promises innovation hubs,…",Neutral
sylphyrosey,"rt @mazigomez_: bola tinubu did not only steal ebuka’s picture, he even stole his wedding ring 😂😂

shameless thief",2023-01-06 23:42:42+00:00,0,,,,Nigeria,bola tinubu,True,unknown,tinubu_apc,"rt @user bola tinubu did not only steal ebuka’s picture, he even stole his wedding ring 😂😂

shameless thief",Negative
bsaleh02,rt @waspapping_: kabir gombe shamelessly told us that bola ahmed tinubu pays hajj for at least 300 people every year and that’s why we shou…,2023-01-06 23:42:07+00:00,0,,,,Republic of Korea,bola tinubu,False,unknown,tinubu_apc,rt @user kabir gombe shamelessly told us that bola ahmed tinubu pays hajj for at least 300 people every year and that’s why we shou…,Neutral
PowerMatthew3,"rt @realolaudah: rufai oseni and reuben abati of arise tv put to bed bola tinubu's empty rantings in edo in this indepth analysis. 
please…",2023-01-06 23:41:05+00:00,0,,,,"Delta, Nigeria",bola tinubu,True,delta,tinubu_apc,"rt @user rufai oseni and reuben abati of arise tv put to bed bola tinubu's empty rantings in edo in this indepth analysis. 
please…",Neutral
AloSenator,"rt @mazigomez_: bola tinubu did not only steal ebuka’s picture, he even stole his wedding ring 😂😂

shameless thief",2023-01-06 23:40:08+00:00,0,,,,,bola tinubu,False,unknown,tinubu_apc,"rt @user bola tinubu did not only steal ebuka’s picture, he even stole his wedding ring 😂😂

shameless thief",Negative
IberedemObot3,"rt @dr_chazduke: they told tinubu that peter obi's secret is his message of hope, bola turned motivational speaker in edo🤣

#peterobi4presi…",2023-01-06 23:39:53+00:00,0,,,,,bola tinubu,False,unknown,obi_labour,"rt @user they told tinubu that peter obi's secret is his message of hope, bola turned motivational speaker in edo🤣

#peterobi4presi…",Neutral
Spunkypower1,rt @ikukuomac: good afternoon my elder brother @ebuka i hope you are going to consider suing bola amoda escobat tinubu for stealing and edi…,2023-01-06 23:39:48+00:00,0,,,,"Lagos, Nigeria",bola tinubu,True,lagos,tinubu_apc,rt @user good afternoon my elder brother @user i hope you are going to consider suing bola amoda escobat tinubu for stealing and edi…,Neutral
Dampics,"rt @segilolaa: asiwaju bola ahmed tinubu  @officialabat is a vibe. 🥰🤩🤣🤣🤣

i'm so proud of myself for choosing  you as my candidate. one of…",2023-01-06 23:39:44+00:00,0,,,,"Conventry, United Kingdom",bola tinubu,False,unknown,tinubu_apc,"rt @user asiwaju bola ahmed tinubu  @user is a vibe. 🥰🤩🤣🤣🤣

i'm so proud of myself for choosing  you as my candidate. one of…",Positive
IsraelAwolowo,"rt @t_akinpade: bola ahmed tinubu is losing it, and he's running mad.
""whom the gods would destroy, they first make mad"" https://t.co/gxygp…",2023-01-06 23:39:38+00:00,0,,,,"Sunnyvale, CA",bola tinubu,False,unknown,tinubu_apc,"rt @user bola ahmed tinubu is losing it, and he's running mad.
""whom the gods would destroy, they first make mad"" http",Negative
Emalexanda,"rt @mazigomez_: bola tinubu did not only steal ebuka’s picture, he even stole his wedding ring 😂😂

shameless thief",2023-01-06 23:38:19+00:00,0,,,,"Lagos,Nigeria",bola tinubu,True,lagos,tinubu_apc,"rt @user bola tinubu did not only steal ebuka’s picture, he even stole his wedding ring 😂😂

shameless thief",Negative
zubbytest,"rt @mazigomez_: bola tinubu did not only steal ebuka’s picture, he even stole his wedding ring 😂😂

shameless thief",2023-01-06 23:38:18+00:00,0,,,,abuja Nigeria,bola tinubu,True,abuja,tinubu_apc,"rt @user bola tinubu did not only steal ebuka’s picture, he even stole his wedding ring 😂😂

shameless thief",Negative
kingboy_____,rt @ikukuomac: good afternoon my elder brother @ebuka i hope you are going to consider suing bola amoda escobat tinubu for stealing and edi…,2023-01-06 23:37:53+00:00,0,,,,,bola tinubu,False,unknown,tinubu_apc,rt @user good afternoon my elder brother @user i hope you are going to consider suing bola amoda escobat tinubu for stealing and edi…,Neutral
OjeifoPeter,"rt @jarmari01: press release 

tinubu mourns victims of kebbi boat accident

presidential candidate of the all progressives congress (apc)…",2023-01-06 23:37:43+00:00,0,,,,Nigeria ,bola tinubu,True,unknown,tinubu_apc,"rt @user press release 

tinubu mourns victims of kebbi boat accident

presidential candidate of the all progressives congress (apc)…",Neutral
coalverse,"rt @mazigomez_: bola tinubu did not only steal ebuka’s picture, he even stole his wedding ring 😂😂

shameless thief",2023-01-06 23:37:29+00:00,0,,,,ojukwu island,bola tinubu,False,unknown,tinubu_apc,"rt @user bola tinubu did not only steal ebuka’s picture, he even stole his wedding ring 😂😂

shameless thief",Negative
Bethelchibueze2,"rt @mazigomez_: bola tinubu did not only steal ebuka’s picture, he even stole his wedding ring 😂😂

shameless thief",2023-01-06 23:37:03+00:00,0,,,,"Ebonyi, Nigeria",bola tinubu,True,ebonyi,tinubu_apc,"rt @user bola tinubu did not only steal ebuka’s picture, he even stole his wedding ring 😂😂

shameless thief",Negative
PNkwagu,"rt @mazigomez_: bola tinubu did not only steal ebuka’s picture, he even stole his wedding ring 😂😂

shameless thief",2023-01-06 23:36:42+00:00,0,,,,"Lagos, Nigeria",bola tinubu,True,lagos,tinubu_apc,"rt @user bola tinubu did not only steal ebuka’s picture, he even stole his wedding ring 😂😂

shameless thief",Negative
IconRenegade,rt @green_rebel234: @aycomedian you for bring those questions today at the national youth townhall meeting with my candidate asiwaju bola a…,2023-01-06 23:36:38+00:00,0,,,,,bola tinubu,False,unknown,tinubu_apc,rt @user @user you for bring those questions today at the national youth townhall meeting with my candidate asiwaju bola a…,Neutral
obinali_henry,"rt @shibaking11: bola ahmed tinubu, a former drug lord, is running for president of nigeria. jagaban is a drug lord https://t.co/9d5dxhyzgz",2023-01-06 23:36:29+00:00,0,,,,,bola tinubu,False,unknown,tinubu_apc,"rt @user bola ahmed tinubu, a former drug lord, is running for president of nigeria. jagaban is a drug lord http",Neutral
Jaru0,rt @ikukuomac: good afternoon my elder brother @ebuka i hope you are going to consider suing bola amoda escobat tinubu for stealing and edi…,2023-01-06 23:36:17+00:00,0,,,,Heaven,bola tinubu,False,unknown,tinubu_apc,rt @user good afternoon my elder brother @user i hope you are going to consider suing bola amoda escobat tinubu for stealing and edi…,Neutral
KingDONKom,rt @ikukuomac: good afternoon my elder brother @ebuka i hope you are going to consider suing bola amoda escobat tinubu for stealing and edi…,2023-01-06 23:36:11+00:00,0,,,,Nigeria,bola tinubu,True,unknown,tinubu_apc,rt @user good afternoon my elder brother @user i hope you are going to consider suing bola amoda escobat tinubu for stealing and edi…,Neutral
Meteorologist00,"rt @qdpaper2: me and my running mate will not abuse each other like obasanjo and atiku 

~ asiwaju bola ahmed tinubu. 

i said this, this m…",2023-01-06 23:36:09+00:00,0,,,,Nigeria,bola tinubu,True,unknown,atiku_pdp,"rt @user me and my running mate will not abuse each other like obasanjo and atiku 

~ asiwaju bola ahmed tinubu. 

i said this, this m…",Neutral
clickonqubie,"rt @mazigomez_: bola tinubu did not only steal ebuka’s picture, he even stole his wedding ring 😂😂

shameless thief",2023-01-06 23:36:01+00:00,0,,,,"Lagos, Nigeria",bola tinubu,True,lagos,tinubu_apc,"rt @user bola tinubu did not only steal ebuka’s picture, he even stole his wedding ring 😂😂

shameless thief",Negative
shehu_abdulrahm,rt @spee_01: fully recharged🔋 asiwaju bola tinubu shows off his dancing skills in front of nigerian youths🧑👩 who've been demanding for real…,2023-01-06 23:35:55+00:00,0,,,,Abuja,bola tinubu,False,abuja,tinubu_apc,rt @user fully recharged🔋 asiwaju bola tinubu shows off his dancing skills in front of nigerian youths🧑👩 who've been demanding for real…,Positive
afinity2,"rt @mazigomez_: bola tinubu did not only steal ebuka’s picture, he even stole his wedding ring 😂😂

shameless thief",2023-01-06 23:35:52+00:00,0,,,,Lagos,bola tinubu,False,lagos,tinubu_apc,"rt @user bola tinubu did not only steal ebuka’s picture, he even stole his wedding ring 😂😂

shameless thief",Negative
abacha450,@aycomedian bola hammed tinubu,2023-01-06 23:35:44+00:00,0,,,,,bola tinubu,False,unknown,tinubu_apc,@user bola hammed tinubu,Neutral
tochialways,"rt @vanguardngrnews: “asiwaju bola ahmed tinubu, produced another comedy skit at the apc presidential rally in benin city on thursday when…",2023-01-06 23:35:40+00:00,0,,,,"Lagos, Nigeria",bola tinubu,True,lagos,tinubu_apc,"rt @user “asiwaju bola ahmed tinubu, produced another comedy skit at the apc presidential rally in benin city on thursday when…",Neutral
emmagodstime,"rt @shibaking11: bola ahmed tinubu, a former drug lord, is running for president of nigeria. jagaban is a drug lord https://t.co/9d5dxhyzgz",2023-01-06 23:35:04+00:00,0,,,,United State of Wakanda😎💂,bola tinubu,False,unknown,tinubu_apc,"rt @user bola ahmed tinubu, a former drug lord, is running for president of nigeria. jagaban is a drug lord http",Neutral
JackMic56700297,rt @ikukuomac: good afternoon my elder brother @ebuka i hope you are going to consider suing bola amoda escobat tinubu for stealing and edi…,2023-01-06 23:34:55+00:00,0,,,,,bola tinubu,False,unknown,tinubu_apc,rt @user good afternoon my elder brother @user i hope you are going to consider suing bola amoda escobat tinubu for stealing and edi…,Neutral
couture_fh,@mazigomez_ @officialabat amoda ogunlere aka bola tinubu  will never be nigeria president in jesus name,2023-01-06 23:34:48+00:00,0,,,,"Lagos, Nigeria",bola tinubu,True,lagos,tinubu_apc,@user @user amoda ogunlere aka bola tinubu  will never be nigeria president in jesus name,Negative
Jane08n,rt @ikukuomac: good afternoon my elder brother @ebuka i hope you are going to consider suing bola amoda escobat tinubu for stealing and edi…,2023-01-06 23:34:38+00:00,0,,,,,bola tinubu,False,unknown,tinubu_apc,rt @user good afternoon my elder brother @user i hope you are going to consider suing bola amoda escobat tinubu for stealing and edi…,Neutral
rubysugary,rt @ikukuomac: good afternoon my elder brother @ebuka i hope you are going to consider suing bola amoda escobat tinubu for stealing and edi…,2023-01-06 23:34:38+00:00,0,,,,"Lagos, Nigeria",bola tinubu,True,lagos,tinubu_apc,rt @user good afternoon my elder brother @user i hope you are going to consider suing bola amoda escobat tinubu for stealing and edi…,Neutral
KaptainObiwan,"rt @mazigomez_: bola tinubu did not only steal ebuka’s picture, he even stole his wedding ring 😂😂

shameless thief",2023-01-06 23:34:34+00:00,0,,,,🇳🇬÷🇩🇪÷🇨🇦÷🇫🇷÷🇮🇪,bola tinubu,False,unknown,tinubu_apc,"rt @user bola tinubu did not only steal ebuka’s picture, he even stole his wedding ring 😂😂

shameless thief",Negative
sirchrisnenye,"rt @shibaking11: bola ahmed tinubu, a former drug lord, is running for president of nigeria. jagaban is a drug lord https://t.co/9d5dxhyzgz",2023-01-06 23:34:27+00:00,0,,,,NIGERIA AND ISLINGTON  LONDON,bola tinubu,True,london,tinubu_apc,"rt @user bola ahmed tinubu, a former drug lord, is running for president of nigeria. jagaban is a drug lord http",Neutral
okanisamuelchi,"rt @mazigomez_: bola tinubu did not only steal ebuka’s picture, he even stole his wedding ring 😂😂

shameless thief",2023-01-06 23:34:20+00:00,0,,,,island,bola tinubu,False,unknown,tinubu_apc,"rt @user bola tinubu did not only steal ebuka’s picture, he even stole his wedding ring 😂😂

shameless thief",Negative
Tundeafor,"rt @stfreakingkezy: 1. give me 2 reasons why asiwaju bola ahmed tinubu shouldn not president. 

2. give me 2 reasons why alhaji atiku abuba…",2023-01-06 23:34:16+00:00,0,,,,,bola tinubu,False,unknown,atiku_pdp,"rt @user 1. give me 2 reasons why asiwaju bola ahmed tinubu shouldn not president. 

2. give me 2 reasons why alhaji atiku abuba…",Neutral
JamesofBadagry,"rt @jamesofbadagry: we’re live at the asiwaju ahmed bola tinubu national youth townhall meeting 

#renewedhope23 https://t.co/yk99zod548",2023-01-06 23:33:35+00:00,0,,,,Nigeria,bola tinubu,True,unknown,tinubu_apc,"rt @user we’re live at the asiwaju ahmed bola tinubu national youth townhall meeting 

#renewedhope23 http",Neutral
