user,tweet,date,likes,geo,coordinates,place,user_loc,query,in_nigeria,state,party_candidate,tweet_proc,sentiment
HeavyMatter2,"rt @iruefing: not everyone gets an audience with the pope, if you're lucky and very affluent you may meet the pope once in your entire life…",2022-08-09 17:12:34+00:00,0,,,,,Peter obi,False,unknown,,"rt @user not everyone gets an audience with the pope, if you're lucky and very affluent you may meet the pope once in your entire life…",Positive
wealth_christy,rt @po_grassroots: peter obi will be announced the president of nigeria come february 2023.,2022-08-09 17:12:32+00:00,0,,,,,Peter obi,False,unknown,obi_labour,rt @user peter obi will be announced the president of nigeria come february 2023.,Neutral
BenDiaspora,"halima waziri

""when peter obi wins in 2023, the old wound between east and north will be healed permanently. love will spread across the nation as peter obi will be ensured he works for all irrespective of tribe and religion!""
+
who's this savannaian goddess and bridge builder? https://t.co/udbtq9txw5",2022-08-09 17:12:32+00:00,0,,,,,Peter obi,False,unknown,obi_labour,"halima waziri

""when peter obi wins in 2023, the old wound between east and north will be healed permanently. love will spread across the nation as peter obi will be ensured he works for all irrespective of tribe and religion!""
+
who's this savannaian goddess and bridge builder? http",Positive
clintondace,"@michael66449674 @princezes7 @sirvicbrown @socialthinker17 @peterobi be shouting eminoko for shake shake paaaa

peter obi .......we move to better nigeria https://t.co/gve8yds926",2022-08-09 17:12:31+00:00,0,,,,"Lagos, Nigeria",Peter obi,True,lagos,obi_labour,"@user @user @user @user @user be shouting eminoko for shake shake paaaa

peter obi .......we move to better nigeria http",Neutral
UcheAniEsq,rt @shehusky: peter obi is a man of positive energy. since i started campaigning for him i’ve been receiving favors and new opportunities.…,2022-08-09 17:12:30+00:00,0,,,,"Lagos, Nigeria",Peter obi,True,lagos,obi_labour,rt @user peter obi is a man of positive energy. since i started campaigning for him i’ve been receiving favors and new opportunities.…,Positive
Kreestopha,rt @afamdeluxo: it is peter obi hour. powerful words. i had goosebumps watching this.  🥲https://t.co/vmcznxkyre,2022-08-09 17:12:30+00:00,0,,,,"Abuja, Nigeria",Peter obi,True,abuja,obi_labour,rt @user it is peter obi hour. powerful words. i had goosebumps watching this.  🥲https://t.co/vmcznxkyre,Positive
DelightAmaka,"rt @jack_ng01: ""people are happy spending their money for peter obi""

where is the lie here? https://t.co/l5tpjaurxn",2022-08-09 17:12:29+00:00,0,,,,"Lagos, Nigeria",Peter obi,True,lagos,obi_labour,"rt @user ""people are happy spending their money for peter obi""

where is the lie here? http",Neutral
managersekoni,rt @shehusky: at this point nothing negative they say about peter obi will fly. nigerians especially the youth have decided to pitch their…,2022-08-09 17:12:29+00:00,0,,,,"Lagos, Nigeria",Peter obi,True,lagos,obi_labour,rt @user at this point nothing negative they say about peter obi will fly. nigerians especially the youth have decided to pitch their…,Neutral
chinanalyst7110,rt @ovenseri_thomas: @fs_yusuf_ photonews: peter obi free medical outreach for the sixteen local government of taraba state commences yeste…,2022-08-09 17:12:28+00:00,0,,,,"Port Harcourt, Nigeria ",Peter obi,True,rivers,obi_labour,rt @user @user photonews: peter obi free medical outreach for the sixteen local government of taraba state commences yeste…,Neutral
abbati,"rt @solomonapenja: chief ulasi also raised another fundamental issue in his interview

how did peter obi turn round three days after to beg…",2022-08-09 17:12:28+00:00,0,,,,,Peter obi,False,unknown,obi_labour,"rt @user chief ulasi also raised another fundamental issue in his interview

how did peter obi turn round three days after to beg…",Neutral
Pascojnr,rt @afamdeluxo: it is peter obi hour. powerful words. i had goosebumps watching this.  🥲https://t.co/vmcznxkyre,2022-08-09 17:12:26+00:00,0,,,,Pascojnr,Peter obi,False,unknown,obi_labour,rt @user it is peter obi hour. powerful words. i had goosebumps watching this.  🥲https://t.co/vmcznxkyre,Positive
coolnelly,"rt @sadiqmaunde: peter obi will win the next presidential election. 

that’s the tweet!",2022-08-09 17:12:26+00:00,0,,,,"kano,Nigeria",Peter obi,True,kano,obi_labour,"rt @user peter obi will win the next presidential election. 

that’s the tweet!",Positive
ite_ogwu,"rt @nellybddon: if not for mazi nnamdi kanu, nobody will be talking about peter obi today. 
we cannot have nnamdi kanu in dss detention and…",2022-08-09 17:12:26+00:00,0,,,,,Peter obi,False,unknown,obi_labour,"rt @user if not for mazi nnamdi kanu, nobody will be talking about peter obi today. 
we cannot have nnamdi kanu in dss detention and…",Negative
obinnowill,"rt @scoffy2606: i'm a yoruba boy from osun
born in lagos
breed in kaduna/osun
muslim by birth
practicing islam till forever

i am voting pe…",2022-08-09 17:12:24+00:00,0,,,,Lagos Nigeria,Peter obi,True,lagos,,"rt @user i'm a yoruba boy from osun
born in lagos
breed in kaduna/osun
muslim by birth
practicing islam till forever

i am voting pe…",Neutral
KANULEVI247,rt @alraheemmuhd: daily trust newspaper and bbc hausa are working very hard against peter obi in the north. i'm listening to the report of…,2022-08-09 17:12:22+00:00,0,,,,,Peter obi,False,unknown,obi_labour,rt @user daily trust newspaper and bbc hausa are working very hard against peter obi in the north. i'm listening to the report of…,Neutral
Abdulazeez57437,@deeoneayekooto pandora peter obi supporters proscribed ipob who are terrorists that destroyed lagos state economy during endsars protest sponsored by pdp leaders and even planned in vain to kill tinubu and sanwo-olu the governor,2022-08-09 17:12:20+00:00,0,,,,,Peter obi,False,unknown,obi_labour,@user pandora peter obi supporters proscribed ipob who are terrorists that destroyed lagos state economy during endsars protest sponsored by pdp leaders and even planned in vain to kill tinubu and sanwo-olu the governor,Negative
Sylvia_Ikeji,rt @afamdeluxo: it is peter obi hour. powerful words. i had goosebumps watching this.  🥲https://t.co/vmcznxkyre,2022-08-09 17:12:19+00:00,0,,,,"Pluto, Sipping Pina Colada",Peter obi,False,unknown,obi_labour,rt @user it is peter obi hour. powerful words. i had goosebumps watching this.  🥲https://t.co/vmcznxkyre,Positive
hilexzis,"rt @itzz_blitz1: to all peter obi support groups,
enough of the meetings, too much talk will amount to nothing if y'all don't wake up. ente…",2022-08-09 17:12:15+00:00,0,,,,"Manhattan, NY",Peter obi,False,unknown,obi_labour,"rt @user to all peter obi support groups,
enough of the meetings, too much talk will amount to nothing if y'all don't wake up. ente…",Negative
Obi2023Strategy,rt @afamdeluxo: it is peter obi hour. powerful words. i had goosebumps watching this.  🥲https://t.co/vmcznxkyre,2022-08-09 17:12:14+00:00,0,,,,,Peter obi,False,unknown,obi_labour,rt @user it is peter obi hour. powerful words. i had goosebumps watching this.  🥲https://t.co/vmcznxkyre,Positive
DarlsDelicious,"rt @olaoluwathunder: tinubu is truly going through a lot in this life 🥺 
almost everybody is against him even his brother
 am beginning to…",2022-08-09 17:12:14+00:00,0,,,,,Peter obi,False,unknown,tinubu_apc,"rt @user tinubu is truly going through a lot in this life 🥺 
almost everybody is against him even his brother
 am beginning to…",Negative
KingsHappiness,rt @afamdeluxo: peter obi has actually won next year's election if we are being honest. the only people between peter obi and aso-rock is @…,2022-08-09 17:12:13+00:00,0,,,,,Peter obi,False,unknown,obi_labour,rt @user peter obi has actually won next year's election if we are being honest. the only people between peter obi and aso-rock is @user,Neutral
Bedexojini,rt @po_grassroots: peter obi will be announced the president of nigeria come february 2023.,2022-08-09 17:12:13+00:00,0,,,,,Peter obi,False,unknown,obi_labour,rt @user peter obi will be announced the president of nigeria come february 2023.,Neutral
AnthonyGodspee1,rt @shehusky: peter obi is a man of positive energy. since i started campaigning for him i’ve been receiving favors and new opportunities.…,2022-08-09 17:12:09+00:00,0,,,,,Peter obi,False,unknown,obi_labour,rt @user peter obi is a man of positive energy. since i started campaigning for him i’ve been receiving favors and new opportunities.…,Positive
Mr_Ezeqiel,rt @afamdeluxo: it is peter obi hour. powerful words. i had goosebumps watching this.  🥲https://t.co/vmcznxkyre,2022-08-09 17:12:07+00:00,0,,,,"Lagos, Nigeria",Peter obi,True,lagos,obi_labour,rt @user it is peter obi hour. powerful words. i had goosebumps watching this.  🥲https://t.co/vmcznxkyre,Positive
SirBenky,"rt @super_volunteer: to donate/support:
account name: super volunteer movement for peter obi

account number: 5700104675 

bank name: fidel…",2022-08-09 17:12:05+00:00,0,,,,"Lagos, Nigeria",Peter obi,True,lagos,obi_labour,"rt @user to donate/support:
account name: super volunteer movement for peter obi

account number: 5700104675 

bank name: fidel…",Neutral
NestaOluwafemi,"rt @okoyecardinal: in 2012, in a bid to encourage writers, mr peter obi donated the sum of 2 million &amp; a plot of land in awka to chika unig…",2022-08-09 17:12:05+00:00,0,,,,,Peter obi,False,unknown,obi_labour,"rt @user in 2012, in a bid to encourage writers, mr peter obi donated the sum of 2 million &amp; a plot of land in awka to chika unig…",Neutral
NanaKAbabio,"rt @nakufoaddo: my attention has been drawn to a disturbing post making the rounds on social media, where it is alleged i have written to t…",2022-08-09 17:12:05+00:00,0,,,,"Accra, Ghana",Peter obi,False,unknown,,"rt @user my attention has been drawn to a disturbing post making the rounds on social media, where it is alleged i have written to t…",Neutral
Girl_isBlessed,rt @youths4peterobi: @peterobi upper iweka before and after peter obi. go and verify 😌 https://t.co/szvmuljer9,2022-08-09 17:12:05+00:00,0,,,,,Peter obi,False,unknown,obi_labour,rt @user @user upper iweka before and after peter obi. go and verify 😌 http,Neutral
samchrismccoy,"rt @chude__: jos labour party office along ahmadu bello way, jos plateau state.

jos for peter obi! 

#obidatti023 https://t.co/aesgrjjotc",2022-08-09 17:12:04+00:00,0,,,,,Peter obi,False,unknown,obi_labour,"rt @user jos labour party office along ahmadu bello way, jos plateau state.

jos for peter obi! 

#obidatti023 http",Neutral
david_maiye,"rt @shehusky: for the first time in its history, bbnaija disappeared from the social media because of peter obi. this is how poverty and in…",2022-08-09 17:12:03+00:00,0,,,,,Peter obi,False,unknown,obi_labour,"rt @user for the first time in its history, bbnaija disappeared from the social media because of peter obi. this is how poverty and in…",Negative
IkukuomaC,rt @afamdeluxo: peter obi has actually won next year's election if we are being honest. the only people between peter obi and aso-rock is @…,2022-08-09 17:12:02+00:00,0,,,,"Oslo, Norway 🇧🇻",Peter obi,False,unknown,obi_labour,rt @user peter obi has actually won next year's election if we are being honest. the only people between peter obi and aso-rock is @user,Neutral
OneleN7,"rt @nellybddon: if not for mazi nnamdi kanu, nobody will be talking about peter obi today. 
we cannot have nnamdi kanu in dss detention and…",2022-08-09 17:12:01+00:00,0,,,,My Provence,Peter obi,False,unknown,obi_labour,"rt @user if not for mazi nnamdi kanu, nobody will be talking about peter obi today. 
we cannot have nnamdi kanu in dss detention and…",Negative
chuma1101,rt @swiftlynxtech: keep your opinion about peter to yourself. this is no longer about peter. this is about the millions of frustrated niger…,2022-08-09 17:12:01+00:00,0,,,,Africa ,Peter obi,False,unknown,obi_labour,rt @user keep your opinion about peter to yourself. this is no longer about peter. this is about the millions of frustrated niger…,Negative
Sasha03545351,rt @toperapper: @hafeezbukar @peterobi peter obi na barcelona d more dem downgrade am d more e dey upgrade. obi2023💛💛,2022-08-09 17:11:59+00:00,0,,,,,Peter obi,False,unknown,obi_labour,rt @user @user @user peter obi na barcelona d more dem downgrade am d more e dey upgrade. obi2023💛💛,Positive
GhostmodeAbj,"rt @okoyecardinal: in 2012, in a bid to encourage writers, mr peter obi donated the sum of 2 million &amp; a plot of land in awka to chika unig…",2022-08-09 17:11:57+00:00,0,,,,"Abuja, Nigeria",Peter obi,True,abuja,obi_labour,"rt @user in 2012, in a bid to encourage writers, mr peter obi donated the sum of 2 million &amp; a plot of land in awka to chika unig…",Neutral
PEdokobi,rt @po_grassroots: peter obi will win.,2022-08-09 17:11:57+00:00,0,,,,,Peter obi,False,unknown,obi_labour,rt @user peter obi will win.,Neutral
AguAneke,"rt @firstladyship: 12. and finally, when peter obi is on that saddle, the pent-up euphoria of nigerians will erupt like a volcano. from tha…",2022-08-09 17:11:57+00:00,0,,,,Maitama Abuja.,Peter obi,False,abuja,obi_labour,"rt @user 12. and finally, when peter obi is on that saddle, the pent-up euphoria of nigerians will erupt like a volcano. from tha…",Positive
mcomms_mixlord,rt @tonyasmalls3: i remember the days when @doyinokupe used to promise us that peter obi will definitely be on the ballot come 2023. little…,2022-08-09 17:11:56+00:00,0,,,,"Nigeria, Port Harcourt",Peter obi,True,unknown,obi_labour,rt @user i remember the days when @user used to promise us that peter obi will definitely be on the ballot come 2023. little…,Neutral
Kingcreatorr,@chikaunigwe @chude__ nah peter obi looks so good and smart in frame 2,2022-08-09 17:11:54+00:00,0,,,,Nigeria,Peter obi,True,unknown,obi_labour,@user @user nah peter obi looks so good and smart in frame 2,Positive
chibunduumeh,"rt @sadiqmaunde: peter obi is like a gold; the more you burn it they more it shines. 

the nigeria of our dream is possible.",2022-08-09 17:11:53+00:00,0,,,,"Lagos, Nigeria ",Peter obi,True,lagos,obi_labour,"rt @user peter obi is like a gold; the more you burn it they more it shines. 

the nigeria of our dream is possible.",Positive
bigfr3nch,"rt @lex_teflondon: an open letter to peter obi

dear @peterobi nigerian youths have chosen you not because you are the best in all of niger…",2022-08-09 17:11:50+00:00,0,,,,Sir Matt Busby Way. Manchester,Peter obi,False,unknown,obi_labour,"rt @user an open letter to peter obi

dear @user nigerian youths have chosen you not because you are the best in all of niger…",Positive
_Dikeh,rt @afamdeluxo: it is peter obi hour. powerful words. i had goosebumps watching this.  🥲https://t.co/vmcznxkyre,2022-08-09 17:11:48+00:00,0,,,,Earth,Peter obi,False,unknown,obi_labour,rt @user it is peter obi hour. powerful words. i had goosebumps watching this.  🥲https://t.co/vmcznxkyre,Positive
rilCryptoKnight,"rt @firstladyship: 12. and finally, when peter obi is on that saddle, the pent-up euphoria of nigerians will erupt like a volcano. from tha…",2022-08-09 17:11:48+00:00,0,,,,,Peter obi,False,unknown,obi_labour,"rt @user 12. and finally, when peter obi is on that saddle, the pent-up euphoria of nigerians will erupt like a volcano. from tha…",Positive
iamibexs10,"rt @bigbraineni: my dad said he won't waste his vote on peter obi next year because he's less influential compared to tinubu and atiki.

i…",2022-08-09 17:11:47+00:00,0,,,,Happy place,Peter obi,False,unknown,obi_labour,"rt @user my dad said he won't waste his vote on peter obi next year because he's less influential compared to tinubu and atiki.

i…",Neutral
Sam_Davoclyn1,"rt @nurselainey1: if u ask them, don't u want ur nation where u will hv ur own military to stop the fulani jihad?

dey say yes we want. but…",2022-08-09 17:11:44+00:00,0,,,,Yoruba nation,Peter obi,False,unknown,,"rt @user if u ask them, don't u want ur nation where u will hv ur own military to stop the fulani jihad?

dey say yes we want. but…",Neutral
cjay_dgreat,"rt @ozii_baba: peter obi is smart, abeg

hosting the british high commissioner is expensive. every other candidate spent millions to entert…",2022-08-09 17:11:43+00:00,0,,,,God's heart ,Peter obi,False,unknown,obi_labour,"rt @user peter obi is smart, abeg

hosting the british high commissioner is expensive. every other candidate spent millions to entert…",Neutral
OjeborD,"rt @vakkai: if the banks can issue atm cards immediately, how much time does  inec need. it’s another thing to do your pvc and another thin…",2022-08-09 17:11:41+00:00,0,,,,,Peter obi,False,unknown,,"rt @user if the banks can issue atm cards immediately, how much time does  inec need. it’s another thing to do your pvc and another thin…",Neutral
orch99,"rt @ceeceeakannaya: 😂 😂 😂 😂 if presidential candidates na women, peter obi still be spec with full option wife material. 

ndị ọzọ bụ agadi…",2022-08-09 17:11:39+00:00,0,,,,#WeAreTheArsenal ,Peter obi,False,unknown,obi_labour,"rt @user 😂 😂 😂 😂 if presidential candidates na women, peter obi still be spec with full option wife material. 

ndị ọzọ bụ agadi…",Neutral
AguAneke,"rt @firstladyship: 6. when life shuts one door, it opens the window. pdp did us a huge favor when they told us to go &amp; form our own party.…",2022-08-09 17:11:39+00:00,0,,,,Maitama Abuja.,Peter obi,False,abuja,atiku_pdp,"rt @user 6. when life shuts one door, it opens the window. pdp did us a huge favor when they told us to go &amp; form our own party.…",Positive
wealth_christy,"rt @vakkai: if the banks can issue atm cards immediately, how much time does  inec need. it’s another thing to do your pvc and another thin…",2022-08-09 17:11:38+00:00,0,,,,,Peter obi,False,unknown,,"rt @user if the banks can issue atm cards immediately, how much time does  inec need. it’s another thing to do your pvc and another thin…",Neutral
kpuraAraba,rt @andrewokere: where was joseph’s structure when god made him the prime minister in egypt? same god who made joseph pm in egypt will make…,2022-08-09 17:11:38+00:00,0,,,,,Peter obi,False,unknown,,rt @user where was joseph’s structure when god made him the prime minister in egypt? same god who made joseph pm in egypt will make…,Neutral
IgbokeNelson6,"rt @sadiqmaunde: peter obi is like a gold; the more you burn it they more it shines. 

the nigeria of our dream is possible.",2022-08-09 17:11:36+00:00,0,,,,"Lagos, Nigeria",Peter obi,True,lagos,obi_labour,"rt @user peter obi is like a gold; the more you burn it they more it shines. 

the nigeria of our dream is possible.",Positive
AguAneke,rt @firstladyship: 5. we do this not for peter obi but for ourselves &amp; our children (born &amp; unborn). we do this because it’s just &amp; divine.…,2022-08-09 17:11:36+00:00,0,,,,Maitama Abuja.,Peter obi,False,abuja,obi_labour,rt @user 5. we do this not for peter obi but for ourselves &amp; our children (born &amp; unborn). we do this because it’s just &amp; divine.…,Positive
tosinnegold,rt @afamdeluxo: peter obi has actually won next year's election if we are being honest. the only people between peter obi and aso-rock is @…,2022-08-09 17:11:34+00:00,0,,,,Ephesians 1:21,Peter obi,False,unknown,obi_labour,rt @user peter obi has actually won next year's election if we are being honest. the only people between peter obi and aso-rock is @user,Neutral
UzoChukz,"rt @firstladyship: 12. and finally, when peter obi is on that saddle, the pent-up euphoria of nigerians will erupt like a volcano. from tha…",2022-08-09 17:11:29+00:00,0,,,,Lagos Nigeria,Peter obi,True,lagos,obi_labour,"rt @user 12. and finally, when peter obi is on that saddle, the pent-up euphoria of nigerians will erupt like a volcano. from tha…",Positive
SirBenky,"rt @multimeverse: guys, it's time to start telling your family &amp; friends about peter obi! these people are not on social media, where real…",2022-08-09 17:11:28+00:00,0,,,,"Lagos, Nigeria",Peter obi,True,lagos,obi_labour,"rt @user guys, it's time to start telling your family &amp; friends about peter obi! these people are not on social media, where real…",Neutral
DoJCWsM1,rt @dojcwsm1: how can 1 nigerianist do anything good? @peterobi is a fulani errand slave boy for british royal niger company zoological rep…,2022-08-09 17:11:26+00:00,0,,,,,Peter obi,False,unknown,obi_labour,rt @user how can 1 nigerianist do anything good? @user is a fulani errand slave boy for british royal niger company zoological rep…,Negative
Ugooemma,rt @funshographix: peter obi has no restructuring plan. tinubu has no restructuring plan. atiku has no restructuring plan. tambuwal has no…,2022-08-09 17:11:25+00:00,0,,,,Enugu biafra land,Peter obi,False,enugu,obi_labour,rt @user peter obi has no restructuring plan. tinubu has no restructuring plan. atiku has no restructuring plan. tambuwal has no…,Neutral
chinofranky5,"rt @commy_zico: keep retweeting till everyone gets familiar with the labour party logo. we are getting peter obi to aso rock come 2023.

ar…",2022-08-09 17:11:24+00:00,0,,,,"Lagos, Nigeria",Peter obi,True,lagos,obi_labour,"rt @user keep retweeting till everyone gets familiar with the labour party logo. we are getting peter obi to aso rock come 2023.

ar…",Neutral
Sasha03545351,rt @hafeezbukar: peter obi is a genuine leader who’s not searching for consensus but a molder of consensus.@peterobi,2022-08-09 17:11:24+00:00,0,,,,,Peter obi,False,unknown,obi_labour,rt @user peter obi is a genuine leader who’s not searching for consensus but a molder of consensus.@peterobi,Positive
KCJerryThompson,....only if nigeria elect competent leaders going forward...that's why we need peter obi to begin the process. https://t.co/voqgno6bpw,2022-08-09 17:11:23+00:00,0,,,,Abuja,Peter obi,False,abuja,obi_labour,....only if nigeria elect competent leaders going forward...that's why we need peter obi to begin the process. http,Neutral
NwankwoOma,"rt @deborahgaji: to the tens of millions of young nigerians who have spent years marching, rallying, demanding that nigeria should be great…",2022-08-09 17:11:22+00:00,0,,,,,Peter obi,False,unknown,,"rt @user to the tens of millions of young nigerians who have spent years marching, rallying, demanding that nigeria should be great…",Neutral
chizzi_vincents,@firstladyship we need to create more awareness. let people in the suburbs know that peter obi is a candidate of labour party. most people don't know that they need to vote peter obi's party what they know is peter obi,2022-08-09 17:11:22+00:00,0,,,,,Peter obi,False,unknown,obi_labour,@user we need to create more awareness. let people in the suburbs know that peter obi is a candidate of labour party. most people don't know that they need to vote peter obi's party what they know is peter obi,Neutral
clintonTC121,"rt @iruefing: not everyone gets an audience with the pope, if you're lucky and very affluent you may meet the pope once in your entire life…",2022-08-09 17:11:21+00:00,0,,,,Nigeria,Peter obi,True,unknown,,"rt @user not everyone gets an audience with the pope, if you're lucky and very affluent you may meet the pope once in your entire life…",Positive
Mrdezteeney,"rt @ngrlabourparty: breaking: peter obi supporters hold rally in lafia, nasarawa state capital. 

keep calm, peter obi is coming... https:/…",2022-08-09 17:11:21+00:00,0,,,,,Peter obi,False,unknown,obi_labour,"rt @user breaking: peter obi supporters hold rally in lafia, nasarawa state capital. 

keep calm, peter obi is coming... http",Neutral
dexxybaba,rt @youths4peterobi: @peterobi upper iweka before and after peter obi. go and verify 😌 https://t.co/szvmuljer9,2022-08-09 17:11:19+00:00,0,,,,,Peter obi,False,unknown,obi_labour,rt @user @user upper iweka before and after peter obi. go and verify 😌 http,Neutral
iam_mrpen,rt @afamdeluxo: peter obi has actually won next year's election if we are being honest. the only people between peter obi and aso-rock is @…,2022-08-09 17:11:18+00:00,0,,,,Nigeria,Peter obi,True,unknown,obi_labour,rt @user peter obi has actually won next year's election if we are being honest. the only people between peter obi and aso-rock is @user,Neutral
johnsys67,rt @naij_ambassador: i have been informed that a gofundme to donate to @peterobi will be opened when campaign starts officially. when it op…,2022-08-09 17:11:16+00:00,0,,,,Abuja ,Peter obi,False,abuja,obi_labour,rt @user i have been informed that a gofundme to donate to @user will be opened when campaign starts officially. when it op…,Neutral
UzoChukz,"rt @firstladyship: 6. when life shuts one door, it opens the window. pdp did us a huge favor when they told us to go &amp; form our own party.…",2022-08-09 17:11:16+00:00,0,,,,Lagos Nigeria,Peter obi,True,lagos,atiku_pdp,"rt @user 6. when life shuts one door, it opens the window. pdp did us a huge favor when they told us to go &amp; form our own party.…",Positive
