user,tweet,date,likes,geo,coordinates,place,user_loc,query,in_nigeria,state,party_candidate,tweet_proc,sentiment
AndrewTope8364,"rt @victorisrael_: once inec rejects apc’s brown envelope, peter obi would have won that presidential election before 12pm.",2022-10-13 16:41:49+00:00,0,,,,"Ondo, Nigeria",Peter obi,True,ondo,obi_labour,"rt @user once inec rejects apc’s brown envelope, peter obi would have won that presidential election before 12pm.",Neutral
Gloriaobika1,"rt @kachikaboy: peter obi, see the high jump you have set our rogue politician. february please come quick so we can all vote for labour pa…",2022-10-13 16:41:48+00:00,0,,,,Kubwa Abuja,Peter obi,False,abuja,obi_labour,"rt @user peter obi, see the high jump you have set our rogue politician. february please come quick so we can all vote for labour pa…",Neutral
TheMofeoluwa,rt @editieffiong: no one who was part of murdering #endsars protesters or defending their murder should be a part of a movement trying to “…,2022-10-13 16:41:47+00:00,0,,,,"New Jersey, USA",Peter obi,False,unknown,,rt @user no one who was part of murdering #endsars protesters or defending their murder should be a part of a movement trying to “…,Negative
newbreed1914,"rt @peterobiupdates: ndi kato have been appointed as spokesperson to he peter obi presidential campaign council💯🇳🇬🔥

🇳🇬yoruba buju #asuustr…",2022-10-13 16:41:47+00:00,0,,,,Nigeria 🇳🇬 Qatar 🇶🇦 🇪🇬,Peter obi,True,unknown,obi_labour,"rt @user ndi kato have been appointed as spokesperson to he peter obi presidential campaign council💯🇳🇬🔥

🇳🇬yoruba buju #asuustr…",Neutral
chimbaeke,@farooqkperogi @drokaforemmanu1 lmao. peter obi's antecedent begs to disagree. he is very different. nigerians see through all this hypocrisy. #peterobi4president2023,2022-10-13 16:41:46+00:00,0,,,,,Peter obi,False,unknown,obi_labour,@user @user lmao. peter obi's antecedent begs to disagree. he is very different. nigerians see through all this hypocrisy. #peterobi4president2023,Negative
Iven252054151,"rt @obi_nwosu: one thing i admire about peter obi, is the fact that he sees the role of president, like a serious job and he has been going…",2022-10-13 16:41:45+00:00,0,,,,,Peter obi,False,unknown,obi_labour,"rt @user one thing i admire about peter obi, is the fact that he sees the role of president, like a serious job and he has been going…",Positive
sofiablaq1,rt @arewa_source: peter obi campaign list is an insult to northerners and muslims.,2022-10-13 16:41:45+00:00,0,,,,My world,Peter obi,False,unknown,obi_labour,rt @user peter obi campaign list is an insult to northerners and muslims.,Negative
Peter76567110,"rt @fs_yusuf_: arise tv: mr @peterobi is yet to release his manifesto, when is he doing that?

@yarkafanchan: mr peter obi is a walking man…",2022-10-13 16:41:44+00:00,0,,,,Nigeria,Peter obi,True,unknown,obi_labour,"rt @user arise tv: mr @user is yet to release his manifesto, when is he doing that?

@yarkafanchan: mr peter obi is a walking man…",Neutral
StragglerCabron,rt @_asiwajulerry: peter obi appointed a man that outrightly called the horrible lekki massacre a “photoshop” as campaign member and his su…,2022-10-13 16:41:44+00:00,0,,,,,Peter obi,False,unknown,obi_labour,rt @user peter obi appointed a man that outrightly called the horrible lekki massacre a “photoshop” as campaign member and his su…,Negative
stephenoflyf,"rt @davidhundeyin: i support peter obi because i believe in his mission and candidacy.

i also believe that anyone directly involved in lek…",2022-10-13 16:41:44+00:00,0,,,,Inside life. ,Peter obi,False,unknown,obi_labour,"rt @user i support peter obi because i believe in his mission and candidacy.

i also believe that anyone directly involved in lek…",Positive
DSKojo,"rt @goziconc: peter obi told the church to wake up amd take back their country, we thought he was joking until the labour party presidentia…",2022-10-13 16:41:43+00:00,0,,,,,Peter obi,False,unknown,obi_labour,"rt @user peter obi told the church to wake up amd take back their country, we thought he was joking until the labour party presidentia…",Neutral
lyingjackass1,rt @davsess: after seeing @officialabat absent again today and listening to @peterobi  unwritten speech. i can categorically tell you that…,2022-10-13 16:41:42+00:00,0,,,,,Peter obi,False,unknown,obi_labour,rt @user after seeing @user absent again today and listening to @user  unwritten speech. i can categorically tell you that…,Neutral
multimeverse,"rt @abiri_olubunmi: @ohikwemi @kingnumero_uno @peterpsquare @peterobi @officialabat @mayordavid_9 https://t.co/kgjoumeawx
read about peter…",2022-10-13 16:41:41+00:00,0,,,,Metaverse Reality,Peter obi,False,unknown,obi_labour,rt @user @user @user @user @user @user @user http about peter…,Neutral
chibyknelson,"rt @firstladyship: peter obi &amp; yusuf datti presidential campaign official spokespersons is looking like a team of avengers:

1. tanko yinus…",2022-10-13 16:41:40+00:00,0,,,,,Peter obi,False,unknown,obi_labour,"rt @user peter obi &amp; yusuf datti presidential campaign official spokespersons is looking like a team of avengers:

1. tanko yinus…",Neutral
adaorasmart,"rt @bbcafrica: peter obi, a candidate of the labour party, has been criticised for not releasing his policy plans before the presidential c…",2022-10-13 16:41:40+00:00,0,,,,,Peter obi,False,unknown,obi_labour,"rt @user peter obi, a candidate of the labour party, has been criticised for not releasing his policy plans before the presidential c…",Negative
Iamnoble6,rt @firstladyship: peter obi was with #endsars through &amp; through. he never shied away from responsibilities. there’ll be no crass derelicti…,2022-10-13 16:41:40+00:00,0,,,,,Peter obi,False,unknown,obi_labour,rt @user peter obi was with #endsars through &amp; through. he never shied away from responsibilities. there’ll be no crass derelicti…,Neutral
tessy_xxx,rt @arewa_source: peter obi campaign list is an insult to northerners and muslims.,2022-10-13 16:41:38+00:00,0,,,,,Peter obi,False,unknown,obi_labour,rt @user peter obi campaign list is an insult to northerners and muslims.,Negative
darealchyke,"rt @ibeh84: peter obi is collaborative leader and a bridge builder. the job of rebuilding nigeria is for everyone. 

#peterobiforpresident…",2022-10-13 16:41:37+00:00,0,,,,"Lagos, Nigeria",Peter obi,True,lagos,obi_labour,"rt @user peter obi is collaborative leader and a bridge builder. the job of rebuilding nigeria is for everyone. 

#peterobiforpresident…",Positive
Smallshaq53,"rt @farooqkperogi: obi’s campaign council shows he isn’t different from apc and pdp

peter obi's initial presidential campaign council prov…",2022-10-13 16:41:37+00:00,0,,,,,Peter obi,False,unknown,obi_labour,"rt @user obi’s campaign council shows he isn’t different from apc and pdp

peter obi's initial presidential campaign council prov…",Neutral
Jefenzer,rt @victorisrael_: 😂😂😂😂😂😂😂 for obidients who have not seen this video. what’s adams oshomhole doing? proof of life and health is real. even…,2022-10-13 16:41:36+00:00,0,,,,"Lagos, Nigeria",Peter obi,True,lagos,obi_labour,rt @user 😂😂😂😂😂😂😂 for obidients who have not seen this video. what’s adams oshomhole doing? proof of life and health is real. even…,Neutral
emmanuel_okika,"rt @realolaudah: in peter obi's anticipated victory in the polls, these two gentlemen stood out. without them, peter obi wouldn't have been…",2022-10-13 16:41:36+00:00,0,,,,Nigeria ,Peter obi,True,unknown,obi_labour,"rt @user in peter obi's anticipated victory in the polls, these two gentlemen stood out. without them, peter obi wouldn't have been…",Positive
OgunbiyiOyinwo2,rt @firstladyship: peter obi was with #endsars through &amp; through. he never shied away from responsibilities. there’ll be no crass derelicti…,2022-10-13 16:41:36+00:00,0,,,,"lagos, Nigeria",Peter obi,True,lagos,obi_labour,rt @user peter obi was with #endsars through &amp; through. he never shied away from responsibilities. there’ll be no crass derelicti…,Neutral
queen_veekey,"@jagabanolu when i tell peter obi peepz that their guy is clueless, them go dey vex.",2022-10-13 16:41:35+00:00,0,,,,,Peter obi,False,unknown,obi_labour,"@user when i tell peter obi peepz that their guy is clueless, them go dey vex.",Negative
LilDenizy,"rt @misspearls: “peter obi inherited a chaotic situation in my ministry as gov, there’s was no due diligence at all but we were able to app…",2022-10-13 16:41:35+00:00,0,,,,"Lagos, Nigeria",Peter obi,True,lagos,obi_labour,"rt @user “peter obi inherited a chaotic situation in my ministry as gov, there’s was no due diligence at all but we were able to app…",Neutral
deeveramie,rt @victorisrael_: support peter obi because you want a better country. if you’re supporting him because of any hidden agenda and recogniti…,2022-10-13 16:41:34+00:00,0,,,,Nigeria,Peter obi,True,unknown,obi_labour,rt @user support peter obi because you want a better country. if you’re supporting him because of any hidden agenda and recogniti…,Neutral
SeunSeunSunday1,"rt @goziconc: peter obi told the church to wake up amd take back their country, we thought he was joking until the labour party presidentia…",2022-10-13 16:41:33+00:00,0,,,,,Peter obi,False,unknown,obi_labour,"rt @user peter obi told the church to wake up amd take back their country, we thought he was joking until the labour party presidentia…",Neutral
Faithifeanyi505,rt @oyinkitana: the lagos state government aided the massacre by creating an enabling environment for the soldiers who carried out that ope…,2022-10-13 16:41:33+00:00,0,,,,,Peter obi,False,unknown,,rt @user the lagos state government aided the massacre by creating an enabling environment for the soldiers who carried out that ope…,Negative
oocheyy,"rt @davidhundeyin: i support peter obi because i believe in his mission and candidacy.

i also believe that anyone directly involved in lek…",2022-10-13 16:41:33+00:00,0,,,,Nigeria,Peter obi,True,unknown,obi_labour,"rt @user i support peter obi because i believe in his mission and candidacy.

i also believe that anyone directly involved in lek…",Positive
el_hadjola,rt @arewa_source: peter obi campaign list is an insult to northerners and muslims.,2022-10-13 16:41:33+00:00,0,,,,,Peter obi,False,unknown,obi_labour,rt @user peter obi campaign list is an insult to northerners and muslims.,Negative
Chicasa,"rt @mazikufre: peter obi has been interviewed by cnn,bbc, arise tv, channels tv etc

peter obi has interacted with scholars in havard and o…",2022-10-13 16:41:32+00:00,0,,,,The edge of reality,Peter obi,False,unknown,obi_labour,"rt @user peter obi has been interviewed by cnn,bbc, arise tv, channels tv etc

peter obi has interacted with scholars in havard and o…",Neutral
shakiti_bobo_,"rt @otuomasirichim: dear obidients,

we all can see senator oluremi tinubu and titi atiku abubarka campaigning for their darling husbands,…",2022-10-13 16:41:32+00:00,0,,,,,Peter obi,False,unknown,obi_labour,"rt @user dear obidients,

we all can see senator oluremi tinubu and titi atiku abubarka campaigning for their darling husbands,…",Neutral
ChibuikemDibia,rt @iruefing: if you are going to vote peter obi and labour party regardless of who is on his pcc let me see the likes and retweets immedia…,2022-10-13 16:41:32+00:00,0,,,,"Lagos, Nigeria",Peter obi,True,lagos,obi_labour,rt @user if you are going to vote peter obi and labour party regardless of who is on his pcc let me see the likes and retweets immedia…,Neutral
realDewoye,"rt @fisayosoyombo: by appointing john enenche, an officer who claimed photos and videos of slain #endsars protesters were 'photoshopped', i…",2022-10-13 16:41:30+00:00,0,,,,Nigeria,Peter obi,True,unknown,,"rt @user by appointing john enenche, an officer who claimed photos and videos of slain #endsars protesters were 'photoshopped', i…",Negative
smiletipz,rt @arewa_source: peter obi campaign list is an insult to northerners and muslims.,2022-10-13 16:41:30+00:00,0,,,,"Abia, Nigeria",Peter obi,True,abia,obi_labour,rt @user peter obi campaign list is an insult to northerners and muslims.,Negative
BunNie_Szn,rt @iruefing: if you are going to vote peter obi and labour party regardless of who is on his pcc let me see the likes and retweets immedia…,2022-10-13 16:41:28+00:00,0,,,,,Peter obi,False,unknown,obi_labour,rt @user if you are going to vote peter obi and labour party regardless of who is on his pcc let me see the likes and retweets immedia…,Neutral
Pepsi_addict__,@slamstanlee @_asiwajulerry @wizebaba are you implying that peter obi can not win without getting his hands dirty?,2022-10-13 16:41:28+00:00,0,,,,"Lagos, Nigeria",Peter obi,True,lagos,obi_labour,@user @user @user are you implying that peter obi can not win without getting his hands dirty?,Negative
Faithifeanyi505,"@oyinkitana @docomeiza i will continue to say this, peter obi is a wise man and he knows what his doing just trust him and see the end result",2022-10-13 16:41:28+00:00,0,,,,,Peter obi,False,unknown,obi_labour,"@user @user i will continue to say this, peter obi is a wise man and he knows what his doing just trust him and see the end result",Positive
iam_zik10,rt @arewa_source: peter obi campaign list is an insult to northerners and muslims.,2022-10-13 16:41:27+00:00,0,,,,,Peter obi,False,unknown,obi_labour,rt @user peter obi campaign list is an insult to northerners and muslims.,Negative
aguiyi_26,"rt @firstladyship: atiku was in dubai for 7 years. #endsars &amp; covid happened, nigerians were maimed, but atiku &amp; pdp were conspicuously abs…",2022-10-13 16:41:27+00:00,0,,,,9ja,Peter obi,False,unknown,atiku_pdp,"rt @user atiku was in dubai for 7 years. #endsars &amp; covid happened, nigerians were maimed, but atiku &amp; pdp were conspicuously abs…",Neutral
MShimaor,"rt @ajebodanny: after seeing john enenche, an army spokesman on the labour party campaign council, i now regret the way i have supported pe…",2022-10-13 16:41:26+00:00,0,,,,"Lagos, Nigeria",Peter obi,True,lagos,obi_labour,"rt @user after seeing john enenche, an army spokesman on the labour party campaign council, i now regret the way i have supported pe…",Negative
deeveramie,"rt @davidhundeyin: i support peter obi because i believe in his mission and candidacy.

i also believe that anyone directly involved in lek…",2022-10-13 16:41:26+00:00,0,,,,Nigeria,Peter obi,True,unknown,obi_labour,"rt @user i support peter obi because i believe in his mission and candidacy.

i also believe that anyone directly involved in lek…",Positive
Kklazzique,"rt @firstladyship: atiku was in dubai for 7 years. #endsars &amp; covid happened, nigerians were maimed, but atiku &amp; pdp were conspicuously abs…",2022-10-13 16:41:26+00:00,0,,,,Nigeria,Peter obi,True,unknown,atiku_pdp,"rt @user atiku was in dubai for 7 years. #endsars &amp; covid happened, nigerians were maimed, but atiku &amp; pdp were conspicuously abs…",Neutral
Marseey2,"rt @firstladyship: public service announcement!

peter obi &amp; datti only joined the lp 4 months ago. they did it, they did the unthinkable.…",2022-10-13 16:41:25+00:00,0,,,,"Portharcourt , Nigeria",Peter obi,True,rivers,obi_labour,"rt @user public service announcement!

peter obi &amp; datti only joined the lp 4 months ago. they did it, they did the unthinkable.…",Positive
favourstylz,"rt @zeekihodl: @_asiwajulerry sha collect your money, you are always against peter obi",2022-10-13 16:41:24+00:00,0,,,,"Benin-City, Nigeria",Peter obi,True,unknown,obi_labour,"rt @user @user sha collect your money, you are always against peter obi",Negative
Okey405,"rt @davidhundeyin: i support peter obi because i believe in his mission and candidacy.

i also believe that anyone directly involved in lek…",2022-10-13 16:41:24+00:00,0,,,,On the other side,Peter obi,False,unknown,obi_labour,"rt @user i support peter obi because i believe in his mission and candidacy.

i also believe that anyone directly involved in lek…",Positive
AigbeOghweri,"rt @alraheemmuhd: the whole country has peter obi on their lips.
we are working on his inauguration speech.
ladies and gentlemen welcome th…",2022-10-13 16:41:24+00:00,0,,,,,Peter obi,False,unknown,obi_labour,"rt @user the whole country has peter obi on their lips.
we are working on his inauguration speech.
ladies and gentlemen welcome th…",Positive
AnietieAkpaitam,"@happine30163661 peter obi all the way, welcome to obidient family",2022-10-13 16:41:24+00:00,0,,,,Nigeria,Peter obi,True,unknown,obi_labour,"@user peter obi all the way, welcome to obidient family",Positive
TimiTurnerrr,rt @arewa_source: peter obi campaign list is an insult to northerners and muslims.,2022-10-13 16:41:24+00:00,0,,,,Ilu awon osu ,Peter obi,False,unknown,obi_labour,rt @user peter obi campaign list is an insult to northerners and muslims.,Negative
emeraldbesi,rt @davsess: after seeing @officialabat absent again today and listening to @peterobi  unwritten speech. i can categorically tell you that…,2022-10-13 16:41:24+00:00,0,,,,nigeria,Peter obi,True,unknown,obi_labour,rt @user after seeing @user absent again today and listening to @user  unwritten speech. i can categorically tell you that…,Neutral
dprime_pictures,"rt @qdpaper2: doyin okupe with a body bag of corruption to lead an all-christian igbos labour party presidential campaign, pa adebanjo &amp; af…",2022-10-13 16:41:23+00:00,0,,,,Lagos,Peter obi,False,lagos,obi_labour,"rt @user doyin okupe with a body bag of corruption to lead an all-christian igbos labour party presidential campaign, pa adebanjo &amp; af…",Negative
gregoryemma123,"rt @davidhundeyin: i support peter obi because i believe in his mission and candidacy.

i also believe that anyone directly involved in lek…",2022-10-13 16:41:23+00:00,0,,,,,Peter obi,False,unknown,obi_labour,"rt @user i support peter obi because i believe in his mission and candidacy.

i also believe that anyone directly involved in lek…",Positive
Omooloreni,"i speak it into existence!

his excellency president peter obi!!

it's po-ssible!

goan get your pvc now!!!",2022-10-13 16:41:22+00:00,0,,,,Olorisha Oko Compound ,Peter obi,False,unknown,obi_labour,"i speak it into existence!

his excellency president peter obi!!

it's po-ssible!

goan get your pvc now!!!",Positive
jeffphilips1,"rt @gbengagold: so happy to see the lie y'all cooked up now consuming you. but, isn't it a tad hypocritical that you reject a man based on…",2022-10-13 16:41:22+00:00,0,,,,The Moon,Peter obi,False,unknown,,"rt @user so happy to see the lie y'all cooked up now consuming you. but, isn't it a tad hypocritical that you reject a man based on…",Negative
_Maxi_Li,"rt @ajebodanny: after seeing john enenche, an army spokesman on the labour party campaign council, i now regret the way i have supported pe…",2022-10-13 16:41:22+00:00,0,,,,,Peter obi,False,unknown,obi_labour,"rt @user after seeing john enenche, an army spokesman on the labour party campaign council, i now regret the way i have supported pe…",Negative
Micchaelstuntin,rt @ajebodanny: isn’t the point of campaigning to convince more people to join your camp? the army spokesman has joined peter obi’s camp be…,2022-10-13 16:41:22+00:00,0,,,,STUNTIN HQ,Peter obi,False,unknown,obi_labour,rt @user isn’t the point of campaigning to convince more people to join your camp? the army spokesman has joined peter obi’s camp be…,Neutral
selore_ordia,"rt @folushaw: watched 17 videos of bola ahmed tinubu out of boredom yesterday. 

just want to say if i ever hear any of you call any peter…",2022-10-13 16:41:21+00:00,0,,,,,Peter obi,False,unknown,obi_labour,"rt @user watched 17 videos of bola ahmed tinubu out of boredom yesterday. 

just want to say if i ever hear any of you call any peter…",Neutral
Alexial91857450,@fisayosoyombo that will not stop me from campaigning and voting for peter obi.,2022-10-13 16:41:21+00:00,0,,,,,Peter obi,False,unknown,obi_labour,@user that will not stop me from campaigning and voting for peter obi.,Neutral
AnthonyGodspee1,"rt @firstladyship: the way some of you place unrealistic expectations on peter obi, only jesus can govern nigeria. obi is not even your pre…",2022-10-13 16:41:21+00:00,0,,,,,Peter obi,False,unknown,obi_labour,"rt @user the way some of you place unrealistic expectations on peter obi, only jesus can govern nigeria. obi is not even your pre…",Negative
Solomon09993010,"rt @igweodyssey: yorubas are some of the strongest supporters of peter obi.
afenifere
doyin okupe
pa ayo adebanjo
rev. yinka yusuf
seyi awo…",2022-10-13 16:41:21+00:00,0,,,,Nigeria,Peter obi,True,unknown,obi_labour,"rt @user yorubas are some of the strongest supporters of peter obi.
afenifere
doyin okupe
pa ayo adebanjo
rev. yinka yusuf
seyi awo…",Positive
tweetsbyspice,rt @arewa_source: peter obi campaign list is an insult to northerners and muslims.,2022-10-13 16:41:20+00:00,0,,,,Italy,Peter obi,False,unknown,obi_labour,rt @user peter obi campaign list is an insult to northerners and muslims.,Negative
MechelenConcep1,rt @iruefing: if you are going to vote peter obi and labour party regardless of who is on his pcc let me see the likes and retweets immedia…,2022-10-13 16:41:20+00:00,0,,,,,Peter obi,False,unknown,obi_labour,rt @user if you are going to vote peter obi and labour party regardless of who is on his pcc let me see the likes and retweets immedia…,Neutral
codshalom77,"rt @firstladyship: peter obi &amp; yusuf datti presidential campaign official spokespersons is looking like a team of avengers:

1. tanko yinus…",2022-10-13 16:41:19+00:00,0,,,,"Oxford, England",Peter obi,False,unknown,obi_labour,"rt @user peter obi &amp; yusuf datti presidential campaign official spokespersons is looking like a team of avengers:

1. tanko yinus…",Neutral
emeraldbesi,"rt @drpenking: very soon we’ll be saying 
president peter obi
president peter obi
president peter obi
president peter obi
president peter o…",2022-10-13 16:41:18+00:00,0,,,,nigeria,Peter obi,True,unknown,obi_labour,"rt @user very soon we’ll be saying 
president peter obi
president peter obi
president peter obi
president peter obi
president peter o…",Neutral
AhmadTi41618723,"rt @iruefing: general ty danjuma donated his private jet to peter obi for campaign, you applauded. do you know who led the murder of genera…",2022-10-13 16:41:18+00:00,0,,,,"Federal Capital Territory, Nig",Peter obi,False,abuja,obi_labour,"rt @user general ty danjuma donated his private jet to peter obi for campaign, you applauded. do you know who led the murder of genera…",Neutral
stevetom788,"rt @realkenokonkwo: kenneth okonkwo appointed a spokesperson of peter obi presidential campaign council. 
i give special thanks to god almi…",2022-10-13 16:41:18+00:00,0,,,,🇳🇬✈️🇺🇸,Peter obi,False,unknown,obi_labour,"rt @user kenneth okonkwo appointed a spokesperson of peter obi presidential campaign council. 
i give special thanks to god almi…",Positive
chybykeVII,"rt @erasmus_n: never mistake lp for obidients. e get why. 

obidient is a movement,  lp is a party.

whatever happens in lp does not stop t…",2022-10-13 16:41:17+00:00,0,,,,Somewhere on earth,Peter obi,False,unknown,obi_labour,"rt @user never mistake lp for obidients. e get why. 

obidient is a movement,  lp is a party.

whatever happens in lp does not stop t…",Neutral
OjdafyP,"rt @firstladyship: peter obi &amp; yusuf datti presidential campaign official spokespersons is looking like a team of avengers:

1. tanko yinus…",2022-10-13 16:41:17+00:00,0,,,,"Abuja, Nigeria.",Peter obi,True,abuja,obi_labour,"rt @user peter obi &amp; yusuf datti presidential campaign official spokespersons is looking like a team of avengers:

1. tanko yinus…",Neutral
tarrah___,rt @drpenking: some nigerians are cancelling peter obi for picking a spokesman that denied the lekki massacre as part of his campaign team…,2022-10-13 16:41:17+00:00,0,,,,,Peter obi,False,unknown,obi_labour,rt @user some nigerians are cancelling peter obi for picking a spokesman that denied the lekki massacre as part of his campaign team…,Negative
yiza_shyne,"rt @channelstv: i will subject all arms of govt to routine audit – peter obi
https://t.co/3vvxjzzw1b https://t.co/fa9oc25mca",2022-10-13 16:41:16+00:00,0,,,,"Lagos, Nigeria",Peter obi,True,lagos,obi_labour,"rt @user i will subject all arms of govt to routine audit – peter obi
https://t.co/3vvxjzzw1b http",Neutral
petendo64,"rt @yusfultweets: rico swavey hoped to see a better nigeria through peter obi

we indeed have no control over the time of our departure tha…",2022-10-13 16:41:16+00:00,0,,,,"Texas, USA",Peter obi,False,unknown,obi_labour,"rt @user rico swavey hoped to see a better nigeria through peter obi

we indeed have no control over the time of our departure tha…",Neutral
Tballszy,"rt @davidhundeyin: i support peter obi because i believe in his mission and candidacy.

i also believe that anyone directly involved in lek…",2022-10-13 16:41:15+00:00,0,,,,Lagos..*..Nigeria,Peter obi,True,lagos,obi_labour,"rt @user i support peter obi because i believe in his mission and candidacy.

i also believe that anyone directly involved in lek…",Positive
GODONMYSIDE33,rt @victorisrael_: 😂😂😂😂😂😂😂 for obidients who have not seen this video. what’s adams oshomhole doing? proof of life and health is real. even…,2022-10-13 16:41:15+00:00,0,,,,"East Sussex county, England ",Peter obi,False,unknown,obi_labour,rt @user 😂😂😂😂😂😂😂 for obidients who have not seen this video. what’s adams oshomhole doing? proof of life and health is real. even…,Neutral
oleles,"@_oluwajuwonlo @firstladyship the choice of @delefarotimi is one of the best things labour party and peter obi have done so far.  more so, the combination of these technocrats will increase the voting power towards the winning team.",2022-10-13 16:41:13+00:00,0,,,,About me.,Peter obi,False,unknown,obi_labour,"@user @user the choice of @user is one of the best things labour party and peter obi have done so far.  more so, the combination of these technocrats will increase the voting power towards the winning team.",Positive
IfyElla5,rt @b2rock1: @peterobi was seated when the dss following okowa harassed team sowore and peter obi's photographer but watch what sowore did.…,2022-10-13 16:41:13+00:00,0,,,,Ojoto Anambra state,Peter obi,False,anambra,obi_labour,rt @user @user was seated when the dss following okowa harassed team sowore and peter obi's photographer but watch what sowore did.…,Neutral
wisdomParlor,rt @zaraice2: sowore will fight for peter obi's @peterobi victory....💯💯 https://t.co/3qknkutsht,2022-10-13 16:41:13+00:00,0,,,,,Peter obi,False,unknown,obi_labour,rt @user sowore will fight for peter obi's @user victory....💯💯 http,Positive
ayo_gadget,"rt @joseph_kalimbwe: there’s a guy in nigeria called peter obi. you can compare him to our upnd leader, president hichilema or with chamisa…",2022-10-13 16:41:13+00:00,0,,,,"ÜT: 6.165221075268818,6.891902",Peter obi,False,unknown,obi_labour,"rt @user there’s a guy in nigeria called peter obi. you can compare him to our upnd leader, president hichilema or with chamisa…",Neutral
OBAYAGBONHAPPI1,"rt @davidhundeyin: i support peter obi because i believe in his mission and candidacy.

i also believe that anyone directly involved in lek…",2022-10-13 16:41:12+00:00,0,,,,,Peter obi,False,unknown,obi_labour,"rt @user i support peter obi because i believe in his mission and candidacy.

i also believe that anyone directly involved in lek…",Positive
