user,tweet,date,likes,geo,coordinates,place,user_loc,query,in_nigeria,state,party_candidate,tweet_proc,sentiment
dr_maxxi,"rt @aliyusu8080: according to the data released by global data lab,peter obi outperformed bola tinubu and (fashola) in all 6 major growth i…",2022-10-13 16:48:57+00:00,0,,,,,bola tinubu,False,unknown,obi_labour,"rt @user according to the data released by global data lab,peter obi outperformed bola tinubu and (fashola) in all 6 major growth i…",Positive
kingwanhaani,"rt @davidsoffor: i just say make i update una!!!

this user and many more i am talking to will be voting asiwaju bola ahmed ogechukwu tinub…",2022-10-13 16:48:51+00:00,0,,,,"Lagos, Nigeria",bola tinubu,True,lagos,tinubu_apc,"rt @user i just say make i update una!!!

this user and many more i am talking to will be voting asiwaju bola ahmed ogechukwu tinub…",Neutral
JimJimesimaje,@oluremisonaiya asiwaju bola ahmed tinubu is the beam of hope for nigerians. a vote for tinubu and shettima is a vote for progressive nigeria https://t.co/ulxblehvzs,2022-10-13 16:48:39+00:00,0,,,,,bola tinubu,False,unknown,tinubu_apc,@user asiwaju bola ahmed tinubu is the beam of hope for nigerians. a vote for tinubu and shettima is a vote for progressive nigeria http,Positive
Jungle_eyes1,rt @fisayosoyombo: pure: if you slated bola tinubu (like many of us have done) in the past for querying what protesters were doing at the t…,2022-10-13 16:48:22+00:00,0,,,,,bola tinubu,False,unknown,tinubu_apc,rt @user pure: if you slated bola tinubu (like many of us have done) in the past for querying what protesters were doing at the t…,Neutral
santajubril,rt @fisayosoyombo: pure: if you slated bola tinubu (like many of us have done) in the past for querying what protesters were doing at the t…,2022-10-13 16:48:07+00:00,0,,,,Nigeria,bola tinubu,True,unknown,tinubu_apc,rt @user pure: if you slated bola tinubu (like many of us have done) in the past for querying what protesters were doing at the t…,Neutral
kingwanhaani,rt @jarmari01: ongoing: thousands of supporters of asiwaju bola ahmed tinubu in osun have come out to show their support for asiwaju bola a…,2022-10-13 16:47:58+00:00,0,,,,"Lagos, Nigeria",bola tinubu,True,lagos,tinubu_apc,rt @user ongoing: thousands of supporters of asiwaju bola ahmed tinubu in osun have come out to show their support for asiwaju bola a…,Neutral
nwisibor,rt @fisayosoyombo: pure: if you slated bola tinubu (like many of us have done) in the past for querying what protesters were doing at the t…,2022-10-13 16:47:42+00:00,0,,,,"Johannesburg, South Africa",bola tinubu,False,unknown,tinubu_apc,rt @user pure: if you slated bola tinubu (like many of us have done) in the past for querying what protesters were doing at the t…,Neutral
to_yourscreen,rt @nnaemekaedeh1: @chibuzofelix_1 @abdulmahmud01 @peterobi @oselokahobaze @nglabour then vote bola tinubu that ask you to shut up or vote…,2022-10-13 16:47:32+00:00,0,,,,,bola tinubu,False,unknown,obi_labour,rt @user @user @user @user @user @user then vote bola tinubu that ask you to shut up or vote…,Neutral
Yeribabaa,rt @dolusegun: asiwaju bola ahmed tinubu congratulates prince oluyole olusi on his 85th birthday https://t.co/olhdknkzha,2022-10-13 16:47:28+00:00,0,,,,Nigeria,bola tinubu,True,unknown,tinubu_apc,rt @user asiwaju bola ahmed tinubu congratulates prince oluyole olusi on his 85th birthday http,Positive
NemeremTTS,"rt @areafada1: buhari’s legacy has been,evil clannishness, ethno-religious bigotry, and the worst failure in leadership in global history.…",2022-10-13 16:47:22+00:00,0,,,,"Federal Capital Territory, Nig",bola tinubu,False,abuja,,"rt @user buhari’s legacy has been,evil clannishness, ethno-religious bigotry, and the worst failure in leadership in global history.…",Negative
vellystopper,"rt @areafada1: buhari’s legacy has been,evil clannishness, ethno-religious bigotry, and the worst failure in leadership in global history.…",2022-10-13 16:47:04+00:00,0,,,,,bola tinubu,False,unknown,,"rt @user buhari’s legacy has been,evil clannishness, ethno-religious bigotry, and the worst failure in leadership in global history.…",Negative
Olahmy02,rt @naija_pr: apc anambra state has disowned chris ngige for failing to publicly endorse bola tinubu for 2023 general polls,2022-10-13 16:46:57+00:00,0,,,,Nigeria,bola tinubu,True,unknown,tinubu_apc,rt @user apc anambra state has disowned chris ngige for failing to publicly endorse bola tinubu for 2023 general polls,Negative
ShittuHabibah,rt @dolusegun: asiwaju bola ahmed tinubu congratulates prince oluyole olusi on his 85th birthday https://t.co/olhdknkzha,2022-10-13 16:46:52+00:00,0,,,,,bola tinubu,False,unknown,tinubu_apc,rt @user asiwaju bola ahmed tinubu congratulates prince oluyole olusi on his 85th birthday http,Positive
UsmanBaba09,rt @ninoroyals: the deputy national women leader of the apc haj. zainab abubakar ibrahim ( @auntyzeeee ) together with the apc presidential…,2022-10-13 16:46:45+00:00,0,,,,"Kwara, Nigeria",bola tinubu,True,kwara,tinubu_apc,rt @user the deputy national women leader of the apc haj. zainab abubakar ibrahim ( @user ) together with the apc presidential…,Neutral
ensurewords,@_asiwajulerry which do you nigerians prefer and want? bola tinubu who sent seyi tinubu to remove the cctv at the lekki toll gate so there will be no evidence or general john enenche who was just a military spoke man obeying the military law of obey till the last order. chose one,2022-10-13 16:46:27+00:00,0,,,,INDIA,bola tinubu,False,unknown,tinubu_apc,@user which do you nigerians prefer and want? bola tinubu who sent seyi tinubu to remove the cctv at the lekki toll gate so there will be no evidence or general john enenche who was just a military spoke man obeying the military law of obey till the last order. chose one,Neutral
ijobasamuel101,"rt @davidsoffor: bola tinubu rolling out some of president buhari's achievements

indeed,it is easy to forget where we were 8yrs ago.

asiw…",2022-10-13 16:46:25+00:00,0,,,,"London Colney, East",bola tinubu,False,london,tinubu_apc,"rt @user bola tinubu rolling out some of president buhari's achievements

indeed,it is easy to forget where we were 8yrs ago.

asiw…",Neutral
OmorogbeHarry,"rt @duchessmabboud: asiwaju bola ahmed tinubu - the man who would be elected president in 2023!

like and rt if you agree☺️.",2022-10-13 16:46:23+00:00,0,,,,,bola tinubu,False,unknown,tinubu_apc,"rt @user asiwaju bola ahmed tinubu - the man who would be elected president in 2023!

like and rt if you agree☺️.",Positive
Lyrikz2,rt @fisayosoyombo: pure: if you slated bola tinubu (like many of us have done) in the past for querying what protesters were doing at the t…,2022-10-13 16:46:08+00:00,0,,,,Lagos,bola tinubu,False,lagos,tinubu_apc,rt @user pure: if you slated bola tinubu (like many of us have done) in the past for querying what protesters were doing at the t…,Neutral
timoofficial_,rt @fisayosoyombo: pure: if you slated bola tinubu (like many of us have done) in the past for querying what protesters were doing at the t…,2022-10-13 16:46:06+00:00,0,,,,Remote,bola tinubu,False,unknown,tinubu_apc,rt @user pure: if you slated bola tinubu (like many of us have done) in the past for querying what protesters were doing at the t…,Neutral
TheBATgangan,"rt @davidsoffor: i just say make i update una!!!

this user and many more i am talking to will be voting asiwaju bola ahmed ogechukwu tinub…",2022-10-13 16:45:50+00:00,0,,,,,bola tinubu,False,unknown,tinubu_apc,"rt @user i just say make i update una!!!

this user and many more i am talking to will be voting asiwaju bola ahmed ogechukwu tinub…",Neutral
OkugbeniE,"rt @aliyusu8080: according to the data released by global data lab,peter obi outperformed bola tinubu and (fashola) in all 6 major growth i…",2022-10-13 16:45:44+00:00,0,,,,worldwide,bola tinubu,False,unknown,obi_labour,"rt @user according to the data released by global data lab,peter obi outperformed bola tinubu and (fashola) in all 6 major growth i…",Positive
Yeribabaa,rt @ninoroyals: the deputy national women leader of the apc haj. zainab abubakar ibrahim ( @auntyzeeee ) together with the apc presidential…,2022-10-13 16:45:41+00:00,0,,,,Nigeria,bola tinubu,True,unknown,tinubu_apc,rt @user the deputy national women leader of the apc haj. zainab abubakar ibrahim ( @user ) together with the apc presidential…,Neutral
ensurewords,@po_grassrootm which do you nigerians prefer and want? bola tinubu who sent seyi tinubu to remove the cctv at the lekki toll gate so there will be no evidence or general john enenche who was just a military spoke man obeying the military law of obey till the last order. chose one,2022-10-13 16:45:41+00:00,0,,,,INDIA,bola tinubu,False,unknown,tinubu_apc,@user which do you nigerians prefer and want? bola tinubu who sent seyi tinubu to remove the cctv at the lekki toll gate so there will be no evidence or general john enenche who was just a military spoke man obeying the military law of obey till the last order. chose one,Neutral
AguAneke,"rt @jamesperry00: if they (nigerians) demand for a change of government, tell them to shut up!!.

~bola tinubu

nigerian the ball is in you…",2022-10-13 16:45:38+00:00,0,,,,Maitama Abuja.,bola tinubu,False,abuja,tinubu_apc,"rt @user if they (nigerians) demand for a change of government, tell them to shut up!!.

~bola tinubu

nigerian the ball is in you…",Neutral
basitomania_,rt @fisayosoyombo: pure: if you slated bola tinubu (like many of us have done) in the past for querying what protesters were doing at the t…,2022-10-13 16:45:16+00:00,0,,,,localhost:8080,bola tinubu,False,unknown,tinubu_apc,rt @user pure: if you slated bola tinubu (like many of us have done) in the past for querying what protesters were doing at the t…,Neutral
ensurewords,@akintollgate which do you nigerians prefer and want? bola tinubu who sent seyi tinubu to remove the cctv at the lekki toll gate so there will be no evidence or general john enenche who was just a military spoke man obeying the military law of obey till the last order. chose one,2022-10-13 16:45:06+00:00,0,,,,INDIA,bola tinubu,False,unknown,tinubu_apc,@user which do you nigerians prefer and want? bola tinubu who sent seyi tinubu to remove the cctv at the lekki toll gate so there will be no evidence or general john enenche who was just a military spoke man obeying the military law of obey till the last order. chose one,Neutral
AminuAbuzayd,rt @bolatitotoheeb: youths asked me about jobs and their future in this world. the poor asked me how and when they will be assured of daily…,2022-10-13 16:44:39+00:00,0,,,,"Sabon-Gari, Zaria Nigeria",bola tinubu,True,unknown,tinubu_apc,rt @user youths asked me about jobs and their future in this world. the poor asked me how and when they will be assured of daily…,Neutral
CollinsIzuchuk3,"rt @aliyusu8080: according to the data released by global data lab,peter obi outperformed bola tinubu and (fashola) in all 6 major growth i…",2022-10-13 16:44:31+00:00,0,,,,"England, United Kingdom",bola tinubu,False,unknown,obi_labour,"rt @user according to the data released by global data lab,peter obi outperformed bola tinubu and (fashola) in all 6 major growth i…",Positive
RaldBOY,rt @afamdeluxo: what bola tinubu boys have been doing to ndiigbo and other ethnicity in lagos is not different from the xenophobia nigerian…,2022-10-13 16:44:22+00:00,0,,,,,bola tinubu,False,unknown,obi_labour,rt @user what bola tinubu boys have been doing to ndiigbo and other ethnicity in lagos is not different from the xenophobia nigerian…,Negative
thugnimi,rt @fisayosoyombo: pure: if you slated bola tinubu (like many of us have done) in the past for querying what protesters were doing at the t…,2022-10-13 16:44:20+00:00,0,,,,Everywhere,bola tinubu,False,unknown,tinubu_apc,rt @user pure: if you slated bola tinubu (like many of us have done) in the past for querying what protesters were doing at the t…,Neutral
mubrixmadus,"rt @g_makuachukwu3: anticipate....
asiwaju bola ahmed tinubu lead, they only follow...
stay tuned.. https://t.co/ohxqrtjmiq",2022-10-13 16:44:14+00:00,0,,,,Around the globe,bola tinubu,False,unknown,tinubu_apc,"rt @user anticipate....
asiwaju bola ahmed tinubu lead, they only follow...
stay tuned.. http",Neutral
YusufBe18042764,"rt @davidsoffor: bola tinubu rolling out some of president buhari's achievements

indeed,it is easy to forget where we were 8yrs ago.

asiw…",2022-10-13 16:43:51+00:00,0,,,,,bola tinubu,False,unknown,tinubu_apc,"rt @user bola tinubu rolling out some of president buhari's achievements

indeed,it is easy to forget where we were 8yrs ago.

asiw…",Neutral
BiosBlog1,rt @fisayosoyombo: pure: if you slated bola tinubu (like many of us have done) in the past for querying what protesters were doing at the t…,2022-10-13 16:43:48+00:00,0,,,,,bola tinubu,False,unknown,tinubu_apc,rt @user pure: if you slated bola tinubu (like many of us have done) in the past for querying what protesters were doing at the t…,Neutral
Blessed_Pikin,"rt @aliyusu8080: according to the data released by global data lab,peter obi outperformed bola tinubu and (fashola) in all 6 major growth i…",2022-10-13 16:43:39+00:00,0,,,,Nigeria,bola tinubu,True,unknown,obi_labour,"rt @user according to the data released by global data lab,peter obi outperformed bola tinubu and (fashola) in all 6 major growth i…",Positive
ChinonduW,rt @dolusegun: asiwaju bola ahmed tinubu congratulates prince oluyole olusi on his 85th birthday https://t.co/olhdknkzha,2022-10-13 16:43:38+00:00,0,,,,RIVERS STATE,bola tinubu,False,rivers,tinubu_apc,rt @user asiwaju bola ahmed tinubu congratulates prince oluyole olusi on his 85th birthday http,Positive
iamasoremaseka,rt @jarmari01: ongoing: thousands of supporters of asiwaju bola ahmed tinubu in osun have come out to show their support for asiwaju bola a…,2022-10-13 16:43:30+00:00,0,,,,"Lagos, Nigeria",bola tinubu,True,lagos,tinubu_apc,rt @user ongoing: thousands of supporters of asiwaju bola ahmed tinubu in osun have come out to show their support for asiwaju bola a…,Neutral
GGirlle,"rt @aliyusu8080: according to the data released by global data lab,peter obi outperformed bola tinubu and (fashola) in all 6 major growth i…",2022-10-13 16:43:26+00:00,0,,,,"Lagos, Nigeria",bola tinubu,True,lagos,obi_labour,"rt @user according to the data released by global data lab,peter obi outperformed bola tinubu and (fashola) in all 6 major growth i…",Positive
jossyeyo,rt @nnaemekaedeh1: @chibuzofelix_1 @abdulmahmud01 @peterobi @oselokahobaze @nglabour then vote bola tinubu that ask you to shut up or vote…,2022-10-13 16:43:21+00:00,0,,,,"uyo, Nigeria",bola tinubu,True,unknown,obi_labour,rt @user @user @user @user @user @user then vote bola tinubu that ask you to shut up or vote…,Neutral
NwamaraRaphael,"rt @areafada1: buhari’s legacy has been,evil clannishness, ethno-religious bigotry, and the worst failure in leadership in global history.…",2022-10-13 16:43:09+00:00,0,,,,Nigeria,bola tinubu,True,unknown,,"rt @user buhari’s legacy has been,evil clannishness, ethno-religious bigotry, and the worst failure in leadership in global history.…",Negative
gee_leda,"rt @folushaw: watched 17 videos of bola ahmed tinubu out of boredom yesterday. 

just want to say if i ever hear any of you call any peter…",2022-10-13 16:42:48+00:00,0,,,,"straight, left, then right🙄💡",bola tinubu,False,unknown,obi_labour,"rt @user watched 17 videos of bola ahmed tinubu out of boredom yesterday. 

just want to say if i ever hear any of you call any peter…",Neutral
AminuAbuzayd,"rt @bolatitotoheeb: what the pdp did with our nation's abundance is never a secret. but what they didn't do was even more embarrassing.

~a…",2022-10-13 16:42:32+00:00,0,,,,"Sabon-Gari, Zaria Nigeria",bola tinubu,True,unknown,atiku_pdp,"rt @user what the pdp did with our nation's abundance is never a secret. but what they didn't do was even more embarrassing.

~a…",Negative
JayRomee_,rt @fisayosoyombo: pure: if you slated bola tinubu (like many of us have done) in the past for querying what protesters were doing at the t…,2022-10-13 16:42:31+00:00,0,,,,"Lagos, Nigeria",bola tinubu,True,lagos,tinubu_apc,rt @user pure: if you slated bola tinubu (like many of us have done) in the past for querying what protesters were doing at the t…,Neutral
Dollarb2,"rt @areafada1: buhari’s legacy has been,evil clannishness, ethno-religious bigotry, and the worst failure in leadership in global history.…",2022-10-13 16:41:56+00:00,0,,,,,bola tinubu,False,unknown,,"rt @user buhari’s legacy has been,evil clannishness, ethno-religious bigotry, and the worst failure in leadership in global history.…",Negative
Yeribabaa,"rt @davidsoffor: i just say make i update una!!!

this user and many more i am talking to will be voting asiwaju bola ahmed ogechukwu tinub…",2022-10-13 16:41:29+00:00,0,,,,Nigeria,bola tinubu,True,unknown,tinubu_apc,"rt @user i just say make i update una!!!

this user and many more i am talking to will be voting asiwaju bola ahmed ogechukwu tinub…",Neutral
selore_ordia,"rt @folushaw: watched 17 videos of bola ahmed tinubu out of boredom yesterday. 

just want to say if i ever hear any of you call any peter…",2022-10-13 16:41:21+00:00,0,,,,,bola tinubu,False,unknown,obi_labour,"rt @user watched 17 videos of bola ahmed tinubu out of boredom yesterday. 

just want to say if i ever hear any of you call any peter…",Neutral
bigbusari,rt @fisayosoyombo: pure: if you slated bola tinubu (like many of us have done) in the past for querying what protesters were doing at the t…,2022-10-13 16:41:19+00:00,0,,,,Lagos,bola tinubu,False,lagos,tinubu_apc,rt @user pure: if you slated bola tinubu (like many of us have done) in the past for querying what protesters were doing at the t…,Neutral
JohnFanimokun,"rt @progressive4bat: thursday throwback

on march 14, 2006, asiwaju bola ahmed tinubu commissioned monitoring vehicles mobile court and oth…",2022-10-13 16:41:11+00:00,0,,,,Nigeria,bola tinubu,True,unknown,obi_labour,"rt @user thursday throwback

on march 14, 2006, asiwaju bola ahmed tinubu commissioned monitoring vehicles mobile court and oth…",Neutral
MichaelOlaniyi7,"rt @davidsoffor: i just say make i update una!!!

this user and many more i am talking to will be voting asiwaju bola ahmed ogechukwu tinub…",2022-10-13 16:41:05+00:00,0,,,,,bola tinubu,False,unknown,tinubu_apc,"rt @user i just say make i update una!!!

this user and many more i am talking to will be voting asiwaju bola ahmed ogechukwu tinub…",Neutral
William60999726,rt @naija_pr: the achievements and capacity of bola tinubu in building a formidable team are enough grounds to elect him as the next presid…,2022-10-13 16:40:29+00:00,0,,,,,bola tinubu,False,unknown,tinubu_apc,rt @user the achievements and capacity of bola tinubu in building a formidable team are enough grounds to elect him as the next presid…,Positive
